Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1997-05-28,8.571626458849225,8.883321966443742,8.571626458849225,8.727474212646484,1862700,0.0,0.0
1997-05-29,8.727469327157005,8.883316993713379,8.727469327157005,8.883316993713379,296800,0.0,0.0
1997-05-30,8.77942355112596,9.195017565380443,8.77942355112596,9.143068313598633,220400,0.0,0.0
1997-06-02,9.195017565380443,9.246966817162253,8.93527130647139,9.143068313598633,66800,0.0,0.0
1997-06-03,9.039170055066124,9.19501781463623,8.98722080187609,9.19501781463623,180000,0.0,0.0
1997-06-04,9.246964623587472,9.246964623587472,9.039167665754047,9.091116905212402,99900,0.0,0.0
1997-06-05,8.935269186837333,9.091116905212402,8.83137070792062,9.091116905212402,291600,0.0,0.0
1997-06-06,8.935266494750977,8.935266494750977,8.935266494750977,8.935266494750977,0,0.0,0.0
1997-06-09,8.935266494750977,8.935266494750977,8.935266494750977,8.935266494750977,0,0.0,0.0
1997-06-10,8.935271756402377,9.039170265197754,8.935271756402377,9.039170265197754,57600,0.0,0.0
1997-06-11,8.883317672505099,8.987216124815099,8.779419220195097,8.831368446350098,146600,0.0,0.0
1997-06-12,8.83136777152792,8.987215438084295,8.779418549342463,8.883316993713379,73300,0.0,0.0
1997-06-13,8.831368446350098,8.883317672505099,8.831368446350098,8.831368446350098,134200,0.0,0.0
1997-06-16,8.831367382424414,8.987215042114258,8.831367382424414,8.987215042114258,73200,0.0,0.0
1997-06-17,8.883316993713379,8.935266215898837,8.883316993713379,8.883316993713379,53300,0.0,0.0
1997-06-18,8.935266494750977,8.98721571855767,8.883317270944286,8.935266494750977,54100,0.0,0.0
1997-06-19,8.935266494750977,8.98721571855767,8.935266494750977,8.935266494750977,44100,0.0,0.0
1997-06-20,8.935265822217643,9.039164262010871,8.935265822217643,8.987215042114258,37800,0.0,0.0
1997-06-23,8.987215438084295,9.091113882455213,8.883316993713379,8.883316993713379,80800,0.0,0.0
1997-06-24,8.935266494750977,8.935266494750977,8.831368047137595,8.935266494750977,116000,0.0,0.0
1997-06-25,8.935265822217643,8.987215042114258,8.831367382424414,8.987215042114258,127400,0.0,0.0
1997-06-26,8.987215042114258,9.039164262010871,8.935265822217643,8.987215042114258,52100,0.0,0.0
1997-06-27,8.935271756402377,9.091119519595443,8.88332250200469,9.039170265197754,44500,0.0,0.0
1997-06-30,9.039167665754047,9.091116905212402,8.883319947378977,9.091116905212402,60300,0.0,0.0
1997-07-01,8.987215100394355,9.402808862262301,8.987215100394355,9.350859642028809,121300,0.0,0.0
1997-07-02,9.404150009155273,9.404150009155273,9.247414175669352,9.404150009155273,77300,0.1275,0.0
1997-07-03,9.456400703597854,9.508646011352539,9.351910088088486,9.508646011352539,46000,0.0,0.0
1997-07-07,9.508646011352539,9.613136626861907,9.456400703597854,9.508646011352539,122200,0.0,0.0
1997-07-08,9.508646011352539,9.508646011352539,9.351910088088486,9.508646011352539,50400,0.0,0.0
1997-07-09,9.508646011352539,9.560891319107222,9.40415539584317,9.508646011352539,97000,0.0,0.0
1997-07-10,9.508646011352539,9.560891319107222,9.456400703597854,9.508646011352539,99000,0.0,0.0
1997-07-11,9.50864205073789,9.560887336730957,9.299660906765629,9.560887336730957,136100,0.0,0.0
1997-07-14,9.56088476992668,9.97884694566118,9.56088476992668,9.822111129760742,106600,0.0,0.0
1997-07-15,9.717622194792096,10.031093878495067,9.717622194792096,9.926603317260742,85400,0.0,0.0
1997-07-16,10.03109550476074,10.135586082935331,9.92660492658615,10.031095504760742,68800,0.0,0.0
1997-07-17,9.926605074817598,10.083340944419982,9.874359784950137,9.978850364685059,53000,0.0,0.0
1997-07-18,9.926605074817598,9.978850364685059,9.926605074817598,9.978850364685059,126500,0.0,0.0
1997-07-21,9.978850215673445,10.03109550476074,9.92660492658615,10.031095504760742,111800,0.0,0.0
1997-07-22,10.03109550476074,10.03109550476074,9.92660492658615,10.031095504760742,38800,0.0,0.0
1997-07-23,10.031096153652545,10.135586738586426,9.978850861185604,10.135586738586426,180000,0.0,0.0
1997-07-24,10.03109550476074,10.083340793848036,10.03109550476074,10.031095504760742,47600,0.0,0.0
1997-07-25,10.083341446119485,10.135586738586426,10.031096153652545,10.135586738586426,25500,0.0,0.0
1997-07-28,10.135586738586426,10.240077323520305,10.083341446119485,10.135586738586426,96800,0.0,0.0
1997-07-29,10.135587535760342,10.187832832336426,10.031096942608174,10.187832832336426,19900,0.0,0.0
1997-07-30,10.187831727825866,10.292322309649721,10.187831727825866,10.240077018737793,59600,0.0,0.0
1997-07-31,10.292315483093263,10.449051251871333,10.292315483093263,10.292315483093262,83500,0.0,0.0
1997-08-01,10.344565391540527,10.449055951051037,10.292320111785271,10.344565391540527,18700,0.0,0.0
1997-08-04,10.292319043168744,10.762526512145996,10.292319043168744,10.762526512145996,25700,0.0,0.0
1997-08-05,10.710285341038423,10.710285341038423,10.39681357495925,10.658040046691895,393700,0.0,0.0
1997-08-06,10.658038284978257,10.658038284978257,10.5535477135569,10.605792999267578,59700,0.0,0.0
1997-08-07,10.710285341038423,10.762530635384952,10.658040046691895,10.658040046691895,23800,0.0,0.0
1997-08-08,10.658042247478779,10.867023468017578,10.60579694234408,10.867023468017578,25500,0.0,0.0
1997-08-11,10.919262472013148,10.919262472013148,10.710281372070312,10.710281372070312,9600,0.0,0.0
1997-08-12,10.762530635384952,10.814775929731482,10.658040046691895,10.658040046691895,44600,0.0,0.0
1997-08-13,10.658040046691895,10.762530635384952,10.658040046691895,10.658040046691895,47300,0.0,0.0
1997-08-14,10.658036097084604,10.81477192204173,10.658036097084604,10.710281372070312,8800,0.0,0.0
1997-08-15,10.658040046691895,10.658040046691895,10.658040046691895,10.658040046691895,2800,0.0,0.0
1997-08-18,10.658040046691895,10.710285341038423,10.658040046691895,10.658040046691895,4900,0.0,0.0
1997-08-19,10.658042247478779,10.919268773152279,10.658042247478779,10.867023468017578,22600,0.0,0.0
1997-08-20,10.867023468017578,10.919268773152279,10.867023468017578,10.867023468017578,68800,0.0,0.0
1997-08-21,10.919268773152279,10.971514078286978,10.867023468017578,10.867023468017578,43200,0.0,0.0
1997-08-22,10.867012863524222,10.97150337182734,10.814767609372664,10.919258117675781,22000,0.0,0.0
1997-08-25,10.97150993347168,11.076000504266647,10.919264648074195,10.97150993347168,16300,0.0,0.0
