Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1989-06-23,0.0,0.2928498251282651,0.27415728309880133,0.2866189777851105,23190400,0.0,0.0
1989-06-26,0.0,0.3115424392174701,0.2866190440800725,0.3053115904331207,7321600,0.0,0.0
1989-06-27,0.0,0.30531153399893574,0.2928498387336731,0.2928498387336731,3054400,0.0,0.0
1989-06-28,0.0,0.3053115198145742,0.2866189777851105,0.2866189777851105,2972800,0.0,0.0
1989-06-29,0.0,0.2928498420450423,0.28038814663887024,0.28038814663887024,977600,0.0,0.0
1989-06-30,0.0,0.2928498420450423,0.28038814663887024,0.28038814663887024,1406400,0.0,0.0
1989-07-03,0.0,0.2928498387336731,0.2803881434684104,0.2928498387336731,94400,0.0,0.0
1989-07-05,0.0,0.28038814663887024,0.28038814663887024,0.28038814663887024,137600,0.0,0.0
1989-07-06,0.0,0.2928498251282651,0.2803881304419559,0.2866189777851105,161600,0.0,0.0
1989-07-07,0.0,0.2928498470655052,0.28038815144569645,0.289734423160553,1040000,0.0,0.0
1989-07-10,0.0,0.2990806724714196,0.2866189777851105,0.2866189777851105,419200,0.0,0.0
1989-07-11,0.0,0.30531153399893574,0.2928498387336731,0.2928498387336731,2067200,0.0,0.0
1989-07-12,0.0,0.30531153399893574,0.2928498387336731,0.2928498387336731,91200,0.0,0.0
1989-07-13,0.0,0.30531153399893574,0.2928498387336731,0.2928498387336731,59200,0.0,0.0
1989-07-14,0.0,0.2990806863663044,0.2928498387336731,0.2928498387336731,219200,0.0,0.0
1989-07-17,0.0,0.29908061027526855,0.29908061027526855,0.29908061027526855,577600,0.0,0.0
1989-07-18,0.0,0.29908061027526855,0.2866189181804657,0.29908061027526855,316800,0.0,0.0
1989-07-19,0.0,0.31777317881584166,0.29284979224205016,0.3115423321723938,3595200,0.0,0.0
1989-07-20,0.0,0.3302349012631636,0.3115423596822298,0.32400405406951904,1297600,0.0,0.0
1989-07-21,0.0,0.32400404004489675,0.3115423461970161,0.3177731931209564,337600,0.0,0.0
1989-07-24,0.0,0.31777317881584166,0.3053114855289459,0.3115423321723938,233600,0.0,0.0
1989-07-25,0.0,0.31777317881584166,0.3115423321723938,0.3115423321723938,446400,0.0,0.0
1989-07-26,0.0,0.3177731931209564,0.3115423461970161,0.3177731931209564,587200,0.0,0.0
1989-07-27,0.0,0.3177731931209564,0.3115423461970161,0.3177731931209564,683200,0.0,0.0
1989-07-28,0.0,0.3240040254592895,0.3115423321723938,0.3115423321723938,75200,0.0,0.0
1989-07-31,0.0,0.32400404004489675,0.3115423461970161,0.3177731931209564,1432000,0.0,0.0
1989-08-01,0.0,0.31777317881584166,0.3115423321723938,0.3115423321723938,576000,0.0,0.0
1989-08-02,0.0,0.31777317881584166,0.3115423321723938,0.3115423321723938,48000,0.0,0.0
1989-08-03,0.0,0.3177731931209564,0.3115423461970161,0.3177731931209564,2366400,0.0,0.0
1989-08-04,0.0,0.32400405406951904,0.30531151248858523,0.32400405406951904,3584000,0.0,0.0
1989-08-07,0.0,0.3426966236697303,0.33023492826355827,0.3364657759666443,537600,0.0,0.0
1989-08-08,0.0,0.3551584254611622,0.33646587675267997,0.3426967263221741,414400,0.0,0.0
1989-08-09,0.0,0.34892749786376953,0.3426966496876308,0.34892749786376953,201600,0.0,0.0
1989-08-10,0.0,0.35515838861465454,0.35515838861465454,0.35515838861465454,12800,0.0,0.0
1989-08-11,0.0,0.36138927503065627,0.3426967263221741,0.3426967263221741,27200,0.0,0.0
1989-08-14,0.0,0.3676200211048126,0.3489274776588052,0.3676200211048126,284800,0.0,0.0
1989-08-15,0.0,0.36762000774515086,0.35515831256734914,0.36138916015625,240000,0.0,0.0
1989-08-16,0.0,0.36762008646078276,0.35515838861465454,0.35515838861465454,489600,0.0,0.0
1989-08-17,0.0,0.3613891854750372,0.35204291343688965,0.35204291343688965,526400,0.0,0.0
1989-08-18,0.0,0.35515834603990826,0.3426966496876308,0.34892749786376953,75200,0.0,0.0
1989-08-21,0.0,0.35204283960230714,0.3426965695243698,0.34581199288368225,512000,0.0,0.0
1989-08-22,0.0,0.3489274713728163,0.3364657759666443,0.3364657759666443,934400,0.0,0.0
1989-08-23,0.0,0.3426966236697303,0.33023492826355827,0.3364657759666443,828800,0.0,0.0
1989-08-24,0.0,0.36762004239218576,0.336465801511492,0.34892749786376953,2080000,0.0,0.0
1989-08-25,0.0,0.36762008646078276,0.35515838861465454,0.35515838861465454,172800,0.0,0.0
1989-08-28,0.0,0.36762008646078276,0.35515838861465454,0.35515838861465454,99200,0.0,0.0
1989-08-29,0.0,0.36138916015625,0.36138916015625,0.36138916015625,64000,0.0,0.0
1989-08-30,0.0,0.36762004239218576,0.34892749786376953,0.34892749786376953,4800,0.0,0.0
1989-08-31,0.0,0.36138916015625,0.36138916015625,0.36138916015625,16000,0.0,0.0
1989-09-01,0.0,0.36762008646078276,0.35515838861465454,0.35515838861465454,36800,0.0,0.0
1989-09-05,0.0,0.36138916015625,0.3489274649784483,0.36138916015625,65600,0.0,0.0
1989-09-06,0.0,0.34892749786376953,0.34892749786376953,0.34892749786376953,30400,0.0,0.0
1989-09-07,0.0,0.34892749786376953,0.34892749786376953,0.34892749786376953,8000,0.0,0.0
1989-09-08,0.0,0.34892749786376953,0.34892749786376953,0.34892749786376953,24000,0.0,0.0
1989-09-11,0.0,0.36138916015625,0.3489274649784483,0.36138916015625,81600,0.0,0.0
1989-09-12,0.0,0.3676200211048126,0.36138917328947684,0.3676200211048126,105600,0.0,0.0
1989-09-13,0.0,0.39254333227872845,0.3738507926464081,0.3738507926464081,88000,0.0,0.0
1989-09-14,0.0,0.38008163919051485,0.3738507926464081,0.3738507926464081,32000,0.0,0.0
1989-09-15,0.0,0.3800816535949707,0.3800816535949707,0.3800816535949707,1600,0.0,0.0
1989-09-18,0.0,0.38008163919051485,0.3738507926464081,0.3738507926464081,44800,0.0,0.0
1989-09-19,0.0,0.38008167763718037,0.3707354068756104,0.37073540687561035,140800,0.0,0.0
1989-09-20,0.0,0.3863125145435333,0.373850820526,0.3863125145435333,347200,0.0,0.0
1989-09-21,0.0,0.3863125145435333,0.373850820526,0.3863125145435333,569600,0.0,0.0
1989-09-22,0.0,0.3863124857346217,0.3738507926464081,0.3738507926464081,24000,0.0,0.0
1989-09-25,0.0,0.3738507926464081,0.3738507926464081,0.3738507926464081,1600,0.0,0.0
1989-09-26,0.0,0.40500508388504386,0.3800816941075027,0.39877423644065857,1230400,0.0,0.0
1989-09-27,0.0,0.3925434648990631,0.3831971919252759,0.3925434648990631,3297600,0.0,0.0
1989-09-28,0.0,0.40500515699386597,0.38942803557102496,0.40500515699386597,483200,0.0,0.0
1989-09-29,0.0,0.40500508388504386,0.3925433889962733,0.39877423644065857,468800,0.0,0.0
1989-10-02,0.0,0.39877423644065857,0.3925433889962733,0.39877423644065857,808000,0.0,0.0
1989-10-03,0.0,0.4018896684402556,0.39565882086753845,0.39565882086753845,1067200,0.0,0.0
1989-10-04,0.0,0.4112359229908433,0.39254338103671405,0.4018896520137787,2308800,0.0,0.0
1989-10-05,0.0,0.4361591637134552,0.41123578292982915,0.4361591637134552,3340800,0.0,0.0
1989-10-06,0.0,0.44862091541290283,0.42992837727069855,0.44862091541290283,321600,0.0,0.0
1989-10-09,0.0,0.44862091541290283,0.4392746463418007,0.44862091541290283,2980800,0.0,0.0
1989-10-10,0.0,0.4486208541052682,0.4361591637134552,0.4361591637134552,59200,0.0,0.0
1989-10-11,0.0,0.442390114068985,0.43304384405344304,0.442390114068985,174400,0.0,0.0
1989-10-12,0.442390114068985,0.442390114068985,0.442390114068985,0.442390114068985,0,0.0,0.0
1989-10-13,0.0,0.44862102425616723,0.42992848157882696,0.4299284815788269,9129600,0.0,0.0
1989-10-16,0.0,0.41746693849563593,0.4050052388390498,0.417466938495636,124800,0.0,0.0
1989-10-17,0.0,0.41746693849563593,0.41746693849563593,0.417466938495636,35200,0.0,0.0
1989-10-18,0.0,0.4236976847504125,0.4112359881401062,0.4112359881401062,17600,0.0,0.0
1989-10-19,0.0,0.42369756102561956,0.42369756102561956,0.4236975610256195,6400,0.0,0.0
1989-10-20,0.0,0.42369756102561956,0.42369756102561956,0.4236975610256195,3200,0.0,0.0
1989-10-23,0.42369756102561956,0.42369756102561956,0.42369756102561956,0.4236975610256195,0,0.0,0.0
1989-10-24,0.0,0.4299285330555656,0.3987742915298,0.4112359881401062,446400,0.0,0.0
1989-10-25,0.0,0.41746693849563593,0.4050052388390498,0.417466938495636,166400,0.0,0.0
1989-10-26,0.0,0.4236976847504125,0.4112359881401062,0.4112359881401062,38400,0.0,0.0
1989-10-27,0.0,0.4174667495873667,0.3863125145435333,0.3863125145435333,185600,0.0,0.0
1989-10-30,0.0,0.39877423644065857,0.386312541551888,0.39877423644065857,809600,0.0,0.0
1989-10-31,0.0,0.39877423644065857,0.386312541551888,0.39877423644065857,502400,0.0,0.0
1989-11-01,0.39877423644065857,0.39877423644065857,0.39877423644065857,0.39877423644065857,0,0.0,0.0
1989-11-02,0.0,0.3925433615523,0.3863125145435333,0.3863125145435333,132800,0.0,0.0
1989-11-03,0.0,0.3987743135482546,0.3863126162498716,0.3925434648990631,344000,0.0,0.0
1989-11-06,0.0,0.3987743135482546,0.3863126162498716,0.3925434648990631,768000,0.0,0.0
1989-11-07,0.0,0.4050051621974461,0.3863126162498716,0.3925434648990631,691200,0.0,0.0
1989-11-08,0.0,0.41746693849563593,0.39254353918246365,0.417466938495636,1539200,0.0,0.0
1989-11-09,0.0,0.41746693849563593,0.4112360886673429,0.417466938495636,96000,0.0,0.0
1989-11-10,0.0,0.423697788323929,0.4112360886673429,0.417466938495636,548800,0.0,0.0
1989-11-13,0.0,0.4236976847504125,0.4112359881401062,0.4112359881401062,28800,0.0,0.0
1989-11-14,0.0,0.4236976847504125,0.4112359881401062,0.4112359881401062,12800,0.0,0.0
1989-11-15,0.4112359881401062,0.4112359881401062,0.4112359881401062,0.4112359881401062,0,0.0,0.0
1989-11-16,0.0,0.41746693849563593,0.41746693849563593,0.417466938495636,16000,0.0,0.0
1989-11-17,0.0,0.42369756102561956,0.4112358680542778,0.4236975610256195,304000,0.0,0.0
1989-11-20,0.0,0.4236976847504125,0.4112359881401062,0.4112359881401062,9600,0.0,0.0
1989-11-21,0.0,0.4236976847504125,0.4050051398349531,0.4112359881401062,2099200,0.0,0.0
1989-11-22,0.0,0.4236976847504125,0.40812056398752966,0.4112359881401062,1308800,0.0,0.0
1989-11-24,0.0,0.4236976847504125,0.4112359881401062,0.4112359881401062,4800,0.0,0.0
1989-11-27,0.0,0.41123593132942915,0.39877423644065857,0.39877423644065857,88000,0.0,0.0
1989-11-28,0.0,0.40500515699386597,0.39254345985559314,0.40500515699386597,425600,0.0,0.0
1989-11-29,0.0,0.39877423644065857,0.3925433889962733,0.39877423644065857,763200,0.0,0.0
1989-11-30,0.0,0.39877423644065857,0.3925433889962733,0.39877423644065857,3243200,0.0,0.0
1989-12-01,0.0,0.398774244653897,0.39254339708117986,0.39565882086753845,209600,0.0,0.0
1989-12-04,0.0,0.3987743135482546,0.3925434648990631,0.3925434648990631,297600,0.0,0.0
1989-12-05,0.0,0.398774244653897,0.39254339708117986,0.39565882086753845,278400,0.0,0.0
1989-12-06,0.0,0.39877423644065857,0.386312541551888,0.39877423644065857,456000,0.0,0.0
1989-12-07,0.0,0.39877420856106666,0.3863125145435333,0.3863125145435333,44800,0.0,0.0
1989-12-08,0.0,0.3925433615523,0.3800816675347667,0.3863125145435333,235200,0.0,0.0
1989-12-11,0.0,0.3925433471554615,0.3800816535949707,0.3800816535949707,41600,0.0,0.0
1989-12-12,0.0,0.3925433535575867,0.37696623635292054,0.38942793011665344,934400,0.0,0.0
1989-12-13,0.0,0.3925434648990631,0.3738509189514887,0.3925434648990631,622400,0.0,0.0
1989-12-14,0.0,0.3831970769850934,0.37385080681472527,0.3800816535949707,273600,0.0,0.0
1989-12-15,0.0,0.3925434648990631,0.3738509189514887,0.3925434648990631,1768000,0.0,0.0
1989-12-18,0.0,0.3925433615523,0.373850820526,0.3863125145435333,616000,0.0,0.0
1989-12-19,0.0,0.38631250037521614,0.37385080681472527,0.3800816535949707,3896000,0.0,0.0
1989-12-20,0.0,0.3863125145435333,0.373850820526,0.3863125145435333,38400,0.0,0.0
1989-12-21,0.0,0.3863124857346217,0.3738507926464081,0.3738507926464081,798400,0.0,0.0
1989-12-22,0.0,0.3863124857346217,0.3738507926464081,0.3738507926464081,457600,0.0,0.0
1989-12-26,0.0,0.3738507926464081,0.3738507926464081,0.3738507926464081,8000,0.0,0.0
1989-12-27,0.0,0.3831970624625683,0.3738507926464081,0.3738507926464081,184000,0.0,0.0
1989-12-28,0.0,0.3863125145435333,0.373850820526,0.3863125145435333,1108800,0.0,0.0
1989-12-29,0.0,0.3925433615523,0.3800816675347667,0.3863125145435333,1104000,0.0,0.0
1990-01-02,0.0,0.4112359881401062,0.3738508983091875,0.4112359881401062,1700800,0.0,0.0
1990-01-03,0.0,0.4299284075112904,0.40812044481144233,0.4236975610256195,6456000,0.0,0.0
1990-01-04,0.0,0.4361594879805152,0.41746693849563593,0.417466938495636,294400,0.0,0.0
1990-01-05,0.0,0.44862091541290283,0.4236975312232971,0.44862091541290283,1577600,0.0,0.0
1990-01-08,0.0,0.45485184398190726,0.43615930244840423,0.4517364203929901,732800,0.0,0.0
1990-01-09,0.0,0.45485183596611023,0.44239014183005243,0.45485183596611023,3304000,0.0,0.0
1990-01-10,0.0,0.4548518074230409,0.442390114068985,0.442390114068985,211200,0.0,0.0
1990-01-11,0.0,0.44862096074601293,0.43615926739195704,0.442390114068985,150400,0.0,0.0
1990-01-12,0.0,0.4361594879805152,0.41746693849563593,0.417466938495636,417600,0.0,0.0
1990-01-15,0.0,0.4299286381522221,0.41746693849563593,0.417466938495636,188800,0.0,0.0
1990-01-16,0.0,0.42369756102561956,0.4050050215686069,0.4236975610256195,188800,0.0,0.0
1990-01-17,0.0,0.4299283544222514,0.41746666298972235,0.4205820858478546,416000,0.0,0.0
1990-01-18,0.0,0.41746693849563593,0.41746693849563593,0.417466938495636,24000,0.0,0.0
1990-01-19,0.0,0.4361592539969613,0.41746671453994866,0.4236975610256195,8950400,0.0,0.0
1990-01-22,0.0,0.4299284075112904,0.42369756102561956,0.4236975610256195,547200,0.0,0.0
1990-01-23,0.0,0.43615932913794037,0.4174667864606001,0.4299284815788269,252800,0.0,0.0
1990-01-24,0.0,0.41746693849563593,0.39877438901075674,0.417466938495636,449600,0.0,0.0
1990-01-25,0.0,0.4174668757060102,0.40500517792374124,0.40812060236930847,1920000,0.0,0.0
1990-01-26,0.0,0.41746685413213874,0.40500515699386597,0.40500515699386597,158400,0.0,0.0
