,Michael Thompson,Hudson Swafford,Matt Jones,Dylan Frittelli,Jim Herman,Stewart Cink,Sebastian Munoz,Henrik Stenson,Robert Streb,Will Zalatoris,Brian Harman,Ian Poulter,Brendon Todd,Charl Schwartzel,Si Woo Kim,Corey Conners,Danny Willett,Joaquin Niemann,Kevin Kisner,Jason Day,Matthew Wolff,Cameron Champ,Hideki Matsuyama,Harris English,Abraham Ancer,Bubba Watson,Brooks Koepka,Viktor Hovland,Sergio Garcia,Webb Simpson,Christiaan Bezuidenhout,Dustin Johnson,Lee Westwood,Xander Schauffele,Jon Rahm,Rory McIlroy,Patrick Reed,Daniel Berger,Paul Casey,Vijay Singh,Martin Laird,Jimmy Walker,Brian Gay,Carlos Ortiz,Mackenzie Hughes,Bernd Wiesberger,Mike Weir,C.T. Pan,Matt Wallace,Lanto Griffin,Victor Perez,Jason Kokrak,Marc Leishman,Francesco Molinari,Zach Johnson,Kevin Na,Gary Woodland,Shane Lowry,Justin Rose,Matt Kuchar,Billy Horschel,Tyrrell Hatton,Ryan Palmer,Phil Mickelson,Tommy Fleetwood,Scottie Scheffler,Patrick Cantlay,Sungjae Im,Matthew Fitzpatrick,Adam Scott,Bryson DeChambeau,Max Homa,Tony Finau,Louis Oosthuizen,Justin Thomas,Jordan Spieth,Cameron Smith,Collin Morikawa
m,0.07423950814958398,1.4785424512424992,-1.1481739878415205,0.8960609954862994,1.4680653137849948,0.22889535563014016,0.7718214238743121,1.2491041546402524,0.45325791310003183,-1.1695720958969602,-1.0195624154797105,-0.5850933217038623,-0.3566371817901768,0.6827616016354021,0.04156451743977052,-1.4740613939897678,1.3315516025295235,-1.5121392115244525,-0.0094215981551381,-0.8803705343357215,1.750242206999174,1.1182898429813644,-0.681393924861729,-0.6154536440021646,-1.129909306246521,0.4030003956845114,-1.0817533008112328,-1.538017913049013,-0.5811193298770867,-1.4644106369029946,-0.4243356216576437,-2.3155418963404997,0.11202227696559797,-1.3871781757440604,-1.741344842410727,-0.6658489944652489,-1.06281139061315,-1.5536203525150707,-1.1462368130559473,2.351024527804848,0.36185947621993836,2.455571089589385,0.6312653516482278,-0.7257108950060859,0.17416976798932526,0.27392485215840523,1.3343770340207057,0.30853491138260836,0.5998712647274154,-0.8590942393858944,0.9353774100196747,-0.5699594728988373,0.8034242409209126,0.5461897942250858,-0.6547061240301476,0.4697525764378708,0.5493956611153005,-0.30406342115051876,-0.04390431779089473,0.36741680419786377,-0.6090918709666285,-0.8402299180803539,-0.42416348286494676,1.3082529197908623,-0.01063725947937283,-0.7257288881186762,-1.4171636228985243,-0.9258487697025876,-0.9163018372527402,-0.6020165108533936,-1.5907427238746454,-1.333940030811468,-1.5679416874867595,-0.5069535151533605,-1.8636928263565327,-0.628331861465354,-1.0824130911098837,-1.404094714761572
s,2.083150273022712,2.3772941119989337,1.3578426105452381,1.8700928459175508,2.155885267805806,1.8830266232594906,2.3964237160335564,2.730476544254175,1.7691264358551015,1.0350413145043273,1.1533791635383897,1.4240469140347198,1.2947223008490931,1.4099116155191105,2.902723016639768,1.3307701622071673,2.192842668278382,0.8440278162887418,1.7840862292596882,1.8802736782381841,4.004812977664384,1.9437415554269628,1.5753867633437106,2.082578804852639,1.3348240641286258,1.843153201146017,1.7351970832903432,1.6726610908702246,1.7870066902056485,1.1809673435178525,1.014345775880472,2.029769317630345,2.741122120305786,1.5880237354037228,0.6779132832503777,2.244737764510958,1.5671656791132151,1.3471350463477285,1.7130592940770768,1.679410928376809,1.684820208461658,2.301998548592902,2.294475077100634,1.960050089535649,1.5809802259850354,1.7371695649831562,1.1604625883105297,1.464094104565519,1.4650751694170387,0.896523771025242,2.2684435407945873,2.1901614392596422,2.0980998296789357,2.2018621290498697,1.4269019282814106,2.954655912356516,1.6500383612544773,1.3901723652587659,2.345729268640683,1.2418490680376182,1.7475820840272527,1.8680913432400221,2.686641339588154,2.1453516591822304,1.138489332912781,1.0730188895349768,1.7362921384349672,1.064852928423268,1.316278838892127,1.0432040152108832,2.0437998784497604,1.1189017591369912,1.5598111942099462,1.9429066419255163,2.0867902666450058,1.5207010632578668,1.4052430421335584,1.8227668128193568
