,L5_AVG_TOUCHES,L10_AVG_TOUCHES,DIFF_AVG_TOUCHES,L5_MED_TOUCHES,L10_MED_TOUCHES,DIFF_MED_TOUCHES,L5_AVG_FANTPTS,L10_AVG_FANTPTS,DIFF_AVG_FANTPTS,L5_MED_FANTPTS,L10_MED_FANTPTS,DIFF_MED_FANTPTS,SPECIAL_SAUCE_V1,SPECIAL_SAUCE_V2,SS_MESHED,EXCESS_L5_AVG_TOUCHES,EXCESS_SS1,EXCESS_SS2
JARED COOK,1.2,2.0,-0.8,1.0,2.0,-1.0,2.08,5.13,-3.05,0.6000000000000001,4.7,-3.05,3.605,1.625,3.7884,-0.47530864197530875,0.9112753527336861,-0.40694444444444455
WILL DISSLY,1.4,1.5,-0.10000000000000009,1.0,1.0,0.0,1.6,2.3400000000000003,-0.7400000000000002,1.6,1.6500000000000001,-0.7400000000000002,1.9700000000000002,1.6125000000000003,1.6170000000000002,-0.2753086419753088,-0.7237246472663137,-0.4194444444444443
DAWSON KNOX,1.6,1.5,0.10000000000000009,1.0,1.0,0.0,3.6,2.82,0.7800000000000002,1.6,1.6,0.7800000000000002,3.21,1.6,2.244,-0.07530864197530862,0.5162753527336861,-0.43194444444444446
DARREN FELLS,1.0,1.5,-0.5,1.0,1.5,-0.5,1.4,3.53,-2.13,1.5,1.8,-2.13,2.465,1.575,1.6500000000000001,-0.6753086419753087,-0.22872464726631403,-0.4569444444444446
JACOB HOLLISTER,2.6,1.8,0.8,2.0,1.5,0.5,2.2199999999999998,2.0,0.21999999999999975,1.4000000000000001,1.25,0.21999999999999975,2.11,1.3625,1.5575999999999999,0.9246913580246914,-0.583724647266314,-0.6694444444444445
JACK DOYLE,0.8,1.1,-0.30000000000000004,1.0,1.0,0.0,3.1199999999999997,2.86,0.2599999999999998,1.2000000000000002,1.2000000000000002,0.2599999999999998,2.9899999999999998,1.2000000000000002,1.8216,-0.8753086419753087,0.2962753527336859,-0.8319444444444444
TYLER KROFT,1.4,1.3,0.09999999999999987,1.0,1.0,0.0,2.8600000000000003,3.0400000000000005,-0.18000000000000016,1.1,0.9000000000000001,-0.18000000000000016,2.95,1.05,1.5378000000000003,-0.2753086419753088,0.2562753527336863,-0.9819444444444445
MAXX WILLIAMS,1.0,0.9,0.09999999999999998,1.0,1.0,0.0,2.06,1.6600000000000001,0.3999999999999999,1.0,0.7,0.3999999999999999,1.86,0.925,1.1418,-0.6753086419753087,-0.8337246472663138,-1.1069444444444445
JESSE JAMES,1.2,1.2,0.0,1.0,1.0,0.0,1.8200000000000003,2.3600000000000003,-0.54,0.9,0.95,-0.54,2.0900000000000003,0.9125000000000001,1.2276000000000002,-0.47530864197530875,-0.6037246472663136,-1.1194444444444445
ADAM TRAUTMAN,1.6,1.1,0.5,1.0,1.0,0.0,2.7,1.69,1.0100000000000002,0.9,0.8500000000000001,1.0100000000000002,2.1950000000000003,0.8875000000000001,1.4520000000000002,-0.07530864197530862,-0.4987246472663136,-1.1444444444444444
IAN THOMAS,1.2,1.1,0.09999999999999987,1.0,1.0,0.0,0.9400000000000002,1.4100000000000001,-0.47,0.7000000000000001,0.8500000000000001,-0.47,1.1750000000000003,0.7375,0.8712000000000002,-0.47530864197530875,-1.5187246472663136,-1.2944444444444445
NICK VANNETT,1.0,0.9,0.09999999999999998,1.0,1.0,0.0,0.8400000000000001,0.8099999999999999,0.030000000000000138,0.7000000000000001,0.7000000000000001,0.030000000000000138,0.825,0.7000000000000001,0.7392000000000001,-0.6753086419753087,-1.868724647266314,-1.3319444444444444
KADEN SMITH,1.0,1.3,-0.30000000000000004,1.0,1.0,0.0,0.5800000000000001,0.7300000000000001,-0.15000000000000002,0.6000000000000001,0.75,-0.15000000000000002,0.655,0.6375000000000001,0.6864,-0.6753086419753087,-2.0387246472663136,-1.3944444444444444
COLE KMET,1.6,1.2,0.40000000000000013,1.0,1.0,0.0,2.28,2.3899999999999997,-0.10999999999999988,0.7000000000000001,0.45000000000000007,-0.10999999999999988,2.335,0.6375000000000001,1.0493999999999999,-0.07530864197530862,-0.3587246472663139,-1.3944444444444444
RYAN IZZO,0.8,1.0,-0.19999999999999996,1.0,1.0,0.0,1.7,1.35,0.34999999999999987,0.6000000000000001,0.7000000000000001,0.34999999999999987,1.525,0.6250000000000001,1.0230000000000001,-0.8753086419753087,-1.168724647266314,-1.4069444444444446
JOSIAH DEGUARA,0.5,0.5,0.0,0.5,0.5,0.0,0.6000000000000001,0.6000000000000001,0.0,0.6000000000000001,0.6000000000000001,0.0,0.6000000000000001,0.6000000000000001,0.5940000000000001,-1.1753086419753087,-2.093724647266314,-1.4319444444444445
NICK BOYLE,1.8,1.5,0.30000000000000004,1.0,1.0,0.0,2.9000000000000004,2.3899999999999997,0.5100000000000007,0.4,0.75,0.5100000000000007,2.645,0.48750000000000004,1.4520000000000002,0.12469135802469133,-0.04872464726631387,-1.5444444444444445
NICK KEIZER,0.6,0.6,0.0,1.0,0.5,0.5,0.5,0.43000000000000005,0.06999999999999995,0.5,0.1,0.06999999999999995,0.465,0.4,0.231,-1.0753086419753086,-2.228724647266314,-1.6319444444444446
DALTON KEENE,0.5,0.5,0.0,0.5,0.5,0.0,0.4,0.4,0.0,0.4,0.4,0.0,0.4,0.4,0.396,-1.1753086419753087,-2.293724647266314,-1.6319444444444446
TYLER CONKLIN,0.8,0.4,0.4,1.0,0.0,1.0,0.52,0.26,0.26,0.5,0.0,0.26,0.39,0.375,0.1716,-0.8753086419753087,-2.3037246472663138,-1.6569444444444446
JASON CROOM,0.6,1.0,-0.4,0.0,0.5,-0.5,1.9,1.7100000000000002,0.18999999999999972,0.0,0.8,0.18999999999999972,1.8050000000000002,0.2,1.155,-1.0753086419753086,-0.8887246472663137,-1.8319444444444446
MYCOLE PRUITT,0.6,0.8,-0.20000000000000007,0.0,0.5,-0.5,1.9599999999999997,2.4699999999999998,-0.51,0.0,0.75,-0.51,2.215,0.1875,1.1418,-1.0753086419753086,-0.47872464726631403,-1.8444444444444446
JACE STERNBERGER,1.0,1.2,-0.19999999999999996,1.0,1.0,0.0,0.5800000000000001,1.7399999999999998,-1.1599999999999997,0.1,0.3,-1.1599999999999997,1.16,0.15000000000000002,0.3894000000000001,-0.6753086419753087,-1.533724647266314,-1.8819444444444446
DAVID NJOKU,0.4,0.9,-0.5,0.0,1.0,-1.0,0.4800000000000001,2.2700000000000005,-1.7900000000000005,0.0,0.55,-1.7900000000000005,1.3750000000000002,0.1375,0.5214000000000001,-1.2753086419753088,-1.3187246472663137,-1.8944444444444446
GEOFF SWAIM,0.8,1.1,-0.30000000000000004,0.0,1.0,-1.0,0.78,0.75,0.030000000000000027,0.0,0.45,0.030000000000000027,0.765,0.1125,0.5544,-0.8753086419753087,-1.9287246472663138,-1.9194444444444445
JASON WITTEN,0.4,0.9,-0.5,0.0,1.0,-1.0,1.22,1.72,-0.5,0.0,0.30000000000000004,-0.5,1.47,0.07500000000000001,0.6006,-1.2753086419753088,-1.223724647266314,-1.9569444444444446
DARRELL DANIELS,0.8,0.6,0.20000000000000007,1.0,0.0,1.0,2.38,1.4300000000000002,0.9499999999999997,0.1,0.0,0.9499999999999997,1.905,0.07500000000000001,0.7854,-0.8753086419753087,-0.7887246472663139,-1.9569444444444446
HARRISON BRYANT,0.8,1.4,-0.5999999999999999,0.0,1.0,-1.0,-0.039999999999999994,2.8500000000000005,-2.8900000000000006,0.0,0.25,-2.8900000000000006,1.4050000000000002,0.0625,0.15180000000000002,-0.8753086419753087,-1.2887246472663136,-1.9694444444444446
VANCE MCDONALD,0.6,0.9,-0.30000000000000004,0.0,1.0,-1.0,0.32,0.61,-0.29,0.0,0.25,-0.29,0.46499999999999997,0.0625,0.2706,-1.0753086419753086,-2.228724647266314,-1.9694444444444446
JAKE BUTT,0.4,1.25,-0.85,0.0,1.0,-1.0,0.1,1.1250000000000002,-1.0250000000000001,0.0,0.25,-1.0250000000000001,0.6125000000000002,0.0625,0.198,-1.2753086419753088,-2.0812246472663136,-1.9694444444444446
VIRGIL GREEN,0.4,0.5,-0.09999999999999998,0.0,0.5,-0.5,2.0,1.8800000000000001,0.11999999999999988,0.0,0.2,0.11999999999999988,1.94,0.05,0.792,-1.2753086419753088,-0.7537246472663139,-1.9819444444444445
JOSH HILL,0.6,0.7,-0.09999999999999998,0.0,1.0,-1.0,1.6199999999999999,1.05,0.5699999999999998,0.0,0.05,0.5699999999999998,1.335,0.0125,0.5676,-1.0753086419753086,-1.358724647266314,-2.0194444444444444
LEVINE TOILOLO,0.4,0.2,0.2,0.0,0.0,0.0,0.18,0.09,0.09,0.0,0.0,0.09,0.135,0.0,0.0594,-1.2753086419753088,-2.558724647266314,-2.0319444444444446
DEREK CARRIER,0.2,0.1,0.1,0.0,0.0,0.0,0.28,0.14,0.14,0.0,0.0,0.14,0.21000000000000002,0.0,0.09240000000000001,-1.4753086419753088,-2.483724647266314,-2.0319444444444446
BRANDON DILLON,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.20000000000000004,0.20000000000000004,0.0,0.0,0.0,0.0,0.20000000000000004,0.0,0.06600000000000002,-1.3419753086419755,-2.4937246472663137,-2.0319444444444446
STEPHEN ANDERSON,0.2,0.1,0.1,0.0,0.0,0.0,0.12000000000000002,0.06000000000000001,0.06000000000000001,0.0,0.0,0.06000000000000001,0.09000000000000002,0.0,0.03960000000000001,-1.4753086419753088,-2.603724647266314,-2.0319444444444446
ISAAC NAUTA,0.0,0.2,-0.2,0.0,0.0,0.0,0.0,0.13,-0.13,0.0,0.0,-0.13,0.065,0.0,0.0,-1.6753086419753087,-2.628724647266314,-2.0319444444444446
TROY FUMAGALLI,0.6,0.5,0.09999999999999998,0.0,0.0,0.0,0.42000000000000004,0.31,0.11000000000000004,0.0,0.0,0.11000000000000004,0.365,0.0,0.13860000000000003,-1.0753086419753086,-2.3287246472663137,-2.0319444444444446
TEMARRICK HEMINGWAY,0.0,0.1,-0.1,0.0,0.0,0.0,0.0,0.1,-0.1,0.0,0.0,-0.1,0.05,0.0,0.0,-1.6753086419753087,-2.643724647266314,-2.0319444444444446
JEREMY SPRINKLE,0.0,0.1,-0.1,0.0,0.0,0.0,0.0,0.06000000000000001,-0.06000000000000001,0.0,0.0,-0.06000000000000001,0.030000000000000006,0.0,0.0,-1.6753086419753087,-2.663724647266314,-2.0319444444444446
TANNER HUDSON,0.2,0.2,0.0,0.0,0.0,0.0,0.24000000000000005,0.21000000000000002,0.030000000000000027,0.0,0.0,0.030000000000000027,0.22500000000000003,0.0,0.07920000000000002,-1.4753086419753088,-2.468724647266314,-2.0319444444444446
TREVON WESCO,0.4,0.3,0.10000000000000003,0.0,0.0,0.0,0.1,0.37,-0.27,0.0,0.0,-0.27,0.235,0.0,0.033,-1.2753086419753088,-2.458724647266314,-2.0319444444444446
LUKE WILLSON,0.2,0.1,0.1,0.0,0.0,0.0,0.24000000000000005,0.12000000000000002,0.12000000000000002,0.0,0.0,0.12000000000000002,0.18000000000000005,0.0,0.07920000000000002,-1.4753086419753088,-2.5137246472663137,-2.0319444444444446
DEON YELDER,0.4,0.3,0.10000000000000003,0.0,0.0,0.0,0.13999999999999999,0.12,0.01999999999999999,0.0,0.0,0.01999999999999999,0.13,0.0,0.0462,-1.2753086419753088,-2.563724647266314,-2.0319444444444446
MARCUS BAUGH,0.25,0.25,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0165,-1.4253086419753087,-2.643724647266314,-2.0319444444444446
LUKE STOCKER,0.2,0.3,-0.09999999999999998,0.0,0.0,0.0,0.24000000000000005,0.2,0.040000000000000036,0.0,0.0,0.040000000000000036,0.22000000000000003,0.0,0.07920000000000002,-1.4753086419753088,-2.4737246472663137,-2.0319444444444446
DONALD PARHAM,0.6,0.5555555555555556,0.0444444444444444,0.0,0.0,0.0,0.68,2.166666666666667,-1.4866666666666668,0.0,0.0,-1.4866666666666668,1.4233333333333336,0.0,0.22440000000000002,-1.0753086419753086,-1.2703913139329803,-2.0319444444444446
JAEDEN GRAHAM,0.2,0.2,0.0,0.0,0.0,0.0,0.22000000000000003,0.18000000000000002,0.04000000000000001,0.0,0.0,0.04000000000000001,0.2,0.0,0.07260000000000001,-1.4753086419753088,-2.4937246472663137,-2.0319444444444446
CHARLIE WOERNER,0.4,0.2,0.2,0.0,0.0,0.0,0.66,0.33,0.33,0.0,0.0,0.33,0.495,0.0,0.21780000000000002,-1.2753086419753088,-2.198724647266314,-2.0319444444444446
ADAM SHAHEEN,0.4,0.6,-0.19999999999999996,0.0,0.0,0.0,1.72,2.6,-0.8800000000000001,0.0,0.0,-0.8800000000000001,2.16,0.0,0.5676,-1.2753086419753088,-0.5337246472663137,-2.0319444444444446
CHRIS HERNDON,0.6,0.9,-0.30000000000000004,0.0,0.5,-0.5,1.4999999999999998,1.31,0.18999999999999972,0.0,0.0,0.18999999999999972,1.4049999999999998,0.0,0.49499999999999994,-1.0753086419753086,-1.288724647266314,-2.0319444444444446
PHARAOH BROWN,0.8,0.7,0.10000000000000009,0.0,0.0,0.0,2.06,1.35,0.71,0.0,0.0,0.71,1.705,0.0,0.6798000000000001,-0.8753086419753087,-0.9887246472663138,-2.0319444444444446
FOSTER MOREAU,0.0,0.3,-0.3,0.0,0.0,0.0,0.0,0.93,-0.93,0.0,0.0,-0.93,0.465,0.0,0.0,-1.6753086419753087,-2.228724647266314,-2.0319444444444446
RYAN GRIFFIN,0.8,0.9,-0.09999999999999998,0.0,0.0,0.0,1.1800000000000002,0.86,0.3200000000000002,0.0,0.0,0.3200000000000002,1.02,0.0,0.3894000000000001,-0.8753086419753087,-1.6737246472663139,-2.0319444444444446
BLAKE BELL,0.6,0.6,0.0,1.0,0.5,0.5,0.22000000000000003,0.4800000000000001,-0.26000000000000006,0.0,0.0,-0.26000000000000006,0.3500000000000001,0.0,0.07260000000000001,-1.0753086419753086,-2.343724647266314,-2.0319444444444446
REGGIE GILLIAM,0.0,0.1,-0.1,0.0,0.0,0.0,0.0,0.15,-0.15,0.0,0.0,-0.15,0.075,0.0,0.0,-1.6753086419753087,-2.6187246472663137,-2.0319444444444446
COLIN THOMPSON,0.2,0.1,0.1,0.0,0.0,0.0,1.34,0.67,0.67,0.0,0.0,0.67,1.0050000000000001,0.0,0.44220000000000004,-1.4753086419753088,-1.6887246472663138,-2.0319444444444446
JORDAN THOMAS,0.2,0.2,0.0,0.0,0.0,0.0,1.26,0.71,0.55,0.0,0.0,0.55,0.985,0.0,0.4158,-1.4753086419753088,-1.708724647266314,-2.0319444444444446
DEMETRIUS HARRIS,0.0,0.7,-0.7,0.0,0.0,0.0,0.0,0.45,-0.45,0.0,0.0,-0.45,0.225,0.0,0.0,-1.6753086419753087,-2.468724647266314,-2.0319444444444446
CHRIS MANHERTZ,0.4,0.4,0.0,0.0,0.0,0.0,0.34,0.4,-0.06,0.0,0.0,-0.06,0.37,0.0,0.11220000000000001,-1.2753086419753088,-2.323724647266314,-2.0319444444444446
JOHNNY MUNDT,0.0,0.4,-0.4,0.0,0.0,0.0,0.0,0.53,-0.53,0.0,0.0,-0.53,0.265,0.0,0.0,-1.6753086419753087,-2.4287246472663138,-2.0319444444444446
STEPHEN CARLSON,0.2,0.1,0.1,0.0,0.0,0.0,0.22000000000000003,0.11000000000000001,0.11000000000000001,0.0,0.0,0.11000000000000001,0.16500000000000004,0.0,0.07260000000000001,-1.4753086419753088,-2.528724647266314,-2.0319444444444446
CETHAN CARTER,0.4,0.4,0.0,0.0,0.0,0.0,0.13999999999999999,0.32000000000000006,-0.18000000000000008,0.0,0.0,-0.18000000000000008,0.23000000000000004,0.0,0.0462,-1.2753086419753088,-2.463724647266314,-2.0319444444444446
BEN ELLEFSON,0.2,0.14285714285714285,0.05714285714285716,0.0,0.0,0.0,0.2,0.14285714285714285,0.05714285714285716,0.0,0.0,0.05714285714285716,0.17142857142857143,0.0,0.066,-1.4753086419753088,-2.5222960758377426,-2.0319444444444446
ERIC SAUBERT,0.4,0.5,-0.09999999999999998,0.0,0.0,0.0,0.26,0.39,-0.13,0.0,0.0,-0.13,0.325,0.0,0.0858,-1.2753086419753088,-2.3687246472663137,-2.0319444444444446
