,L5_AVG_TOUCHES,L10_AVG_TOUCHES,DIFF_AVG_TOUCHES,L5_MED_TOUCHES,L10_MED_TOUCHES,DIFF_MED_TOUCHES,L5_AVG_FANTPTS,L10_AVG_FANTPTS,DIFF_AVG_FANTPTS,L5_MED_FANTPTS,L10_MED_FANTPTS,DIFF_MED_FANTPTS,SPECIAL_SAUCE_V1,SPECIAL_SAUCE_V2,SS_MESHED,EXCESS_L5_AVG_TOUCHES,EXCESS_SS1,EXCESS_SS2
CHRISTIAN MCCAFFREY,24.0,24.6,-0.6000000000000014,26.0,25.5,0.5,21.3,20.41,0.8900000000000006,20.8,19.950000000000003,0.8900000000000006,20.855,20.587500000000002,20.196000000000005,16.26861471861472,15.70145962172748,16.288636363636364
DALVIN COOK,30.0,27.3,2.6999999999999993,32.0,26.5,5.5,18.5,21.759999999999998,-3.259999999999998,17.9,18.95,-3.259999999999998,20.13,18.162499999999998,18.612000000000002,22.26861471861472,14.976459621727479,13.863636363636362
NICK CHUBB,17.2,16.9,0.3000000000000007,19.0,19.0,0.0,14.9,13.61,1.290000000000001,16.6,14.0,1.290000000000001,14.254999999999999,15.950000000000001,14.157,9.468614718614718,9.101459621727479,11.651136363636365
ANTONIO GIBSON,14.0,14.8,-0.8000000000000007,17.0,16.5,0.5,15.48,13.560000000000002,1.9199999999999982,16.4,13.2,1.9199999999999982,14.520000000000001,15.599999999999998,13.8204,6.268614718614719,9.36645962172748,11.301136363636362
JAMES ROBINSON,24.0,21.8,2.1999999999999993,25.0,22.5,2.5,15.040000000000001,15.280000000000001,-0.2400000000000002,15.9,13.600000000000001,-0.2400000000000002,15.16,15.325000000000001,13.939200000000001,16.26861471861472,10.00645962172748,11.026136363636365
SAQUON BARKLEY,19.8,19.8,0.0,21.0,20.0,1.0,18.66,13.010000000000002,5.649999999999999,17.700000000000003,8.1,5.649999999999999,15.835,15.300000000000002,11.5038,12.06861471861472,10.68145962172748,11.001136363636366
CHRIS CARSON,13.0,14.8,-1.8000000000000007,14.0,15.0,-1.0,13.780000000000001,14.360000000000003,-0.5800000000000018,13.9,15.350000000000001,-0.5800000000000018,14.070000000000002,14.262500000000001,14.678400000000003,5.268614718614719,8.91645962172748,9.963636363636365
WAYNE GALLMAN,18.0,12.4,5.6,16.0,14.0,2.0,14.5,9.22,5.279999999999999,13.700000000000001,11.8,5.279999999999999,11.86,13.225000000000001,12.573,10.26861471861472,6.706459621727478,8.926136363636365
DERRICK HENRY,23.0,22.7,0.3000000000000007,21.0,21.5,-0.5,15.660000000000002,19.04,-3.3799999999999972,10.9,17.75,-3.3799999999999972,17.35,12.6125,16.8828,15.26861471861472,12.196459621727481,8.313636363636364
JOSH JACOBS,19.8,20.4,-0.5999999999999979,18.0,18.5,-0.5,13.220000000000002,11.38,1.8400000000000016,12.8,11.45,1.8400000000000016,12.3,12.462500000000002,11.9196,12.06861471861472,7.146459621727479,8.163636363636366
ALVIN KAMARA,14.2,17.4,-3.1999999999999993,14.0,18.0,-4.0,14.020000000000001,16.27,-2.2499999999999982,10.9,15.25,-2.2499999999999982,15.145,11.9875,14.691600000000001,6.4686147186147185,9.99145962172748,7.688636363636364
AUSTIN EKELER,16.6,15.4,1.200000000000001,20.0,15.0,5.0,11.24,11.610000000000001,-0.370000000000001,12.9,8.8,-0.370000000000001,11.425,11.875,9.5172,8.86861471861472,6.271459621727479,7.576136363636364
MYLES GASKIN,20.0,18.1,1.8999999999999986,21.0,19.0,2.0,11.260000000000002,9.959999999999999,1.3000000000000025,12.100000000000001,9.9,1.3000000000000025,10.61,11.55,10.2498,12.26861471861472,5.456459621727478,7.251136363636364
KENYAN DRAKE,16.8,17.7,-0.8999999999999986,15.0,18.0,-3.0,11.62,11.959999999999999,-0.33999999999999986,11.8,10.65,-0.33999999999999986,11.79,11.512500000000001,10.863600000000002,9.06861471861472,6.636459621727478,7.213636363636365
LAMAR MILLER,12.6,15.4,-2.8000000000000007,19.0,18.5,0.5,7.140000000000001,10.919999999999998,-3.7799999999999976,11.2,11.35,-3.7799999999999976,9.03,11.237499999999999,9.8472,4.868614718614719,3.876459621727478,6.938636363636363
TODD GURLEY,16.4,17.6,-1.2000000000000028,18.0,18.0,0.0,9.440000000000001,11.35,-1.9099999999999984,10.600000000000001,11.05,-1.9099999999999984,10.395,10.712500000000002,10.4082,8.668614718614718,5.241459621727478,6.413636363636366
D'ANDRE SWIFT,15.2,11.222222222222221,3.977777777777778,16.0,10.0,6.0,13.6,10.733333333333333,2.866666666666667,10.8,9.700000000000001,2.866666666666667,12.166666666666666,10.525000000000002,10.89,7.4686147186147185,7.013126288394145,6.226136363636366
AARON JONES,17.6,18.1,-0.5,18.0,18.0,0.0,12.059999999999999,15.73,-3.6700000000000017,9.5,13.350000000000001,-3.6700000000000017,13.895,10.4625,12.7908,9.86861471861472,8.74145962172748,6.163636363636364
DAVID MONTGOMERY,19.2,18.4,0.8000000000000007,19.0,18.0,1.0,12.6,11.440000000000001,1.1599999999999984,10.5,10.100000000000001,1.1599999999999984,12.02,10.4,10.824000000000002,11.468614718614718,6.866459621727478,6.101136363636364
DAVID JOHNSON,13.8,13.2,0.6000000000000014,18.0,14.5,3.5,9.52,9.0,0.5199999999999996,10.4,10.350000000000001,0.5199999999999996,9.26,10.387500000000001,9.972600000000002,6.06861471861472,4.1064596217274785,6.088636363636365
J.K. DOBBINS,12.8,9.3,3.5,14.0,8.5,5.5,8.92,6.5200000000000005,2.3999999999999995,12.100000000000001,4.95,2.3999999999999995,7.720000000000001,10.312500000000002,6.2106,5.06861471861472,2.5664596217274793,6.0136363636363654
JAMES CONNER,16.6,17.0,-0.3999999999999986,16.0,18.0,-2.0,7.960000000000001,10.900000000000002,-2.9400000000000013,9.9,11.55,-2.9400000000000013,9.430000000000001,10.3125,10.2498,8.86861471861472,4.27645962172748,6.013636363636364
JOE MIXON,24.0,24.4,-0.3999999999999986,20.0,24.5,-4.5,14.7,15.570000000000002,-0.8700000000000028,9.4,11.15,-0.8700000000000028,15.135000000000002,9.8375,12.21,16.26861471861472,9.981459621727481,5.538636363636364
