,Mkt-RF,SMB,HML,RMW,CMA,P/C Ratio,CONST,pval_Mkt-RF,pval_SMB,pval_HML,pval_RMW,pval_CMA,pval_P/C Ratio,pval_CONST,Start,End,DataPoints
AMGN,1.0443186854482969,-0.10880750650725941,-0.5532151437157712,-0.5850516279930009,0.2550242431380037,0.30270764315743925,-0.19892681127560144,1.3146287812534633e-108,0.09076764526187298,1.4416748910379463e-13,4.0073946580953015e-09,0.041309386356151036,0.4157102753469658,0.4185115535132117,2014-10-03,2019-10-04,1260
AMP,1.4238863817052332,0.17453211545329098,0.9607238247911276,-0.12879952895192143,-0.35891548565706327,-0.2667034373160333,0.16516022546611275,1.219037560502622e-209,0.0021405011346301967,2.6748450381511203e-45,0.13960364618260962,0.0011556760679654237,0.41650260021386787,0.4466127858339991,2014-10-03,2019-10-04,1260
AMT,0.6477640393483477,-0.4151668065720236,-0.48040960410482403,0.12725492153265494,0.6609923257600049,-0.16120602094968717,0.15243961030433886,9.637587589200943e-56,3.369295670421989e-12,2.62937104099557e-12,0.1608228990065745,1.039685830567429e-08,0.6370204126901249,0.4997433025316397,2014-10-03,2019-10-04,1260
AMZN,1.0522028970707278,-0.3130893355411728,-0.2391800679347375,-0.002632858471198136,-1.8208288790577347,-0.3676682201215552,0.32311501603716847,1.2835661955269952e-84,3.42728655458877e-05,0.00587973035991069,0.9818397068966157,1.2467087410690625e-33,0.3987081044681333,0.2619883745852721,2014-10-03,2019-10-04,1260
ANET,1.1819934184080383,0.51751782469481,-0.5008251615170355,-0.5149830424733419,-0.891107880230453,0.32754292384386846,-0.1600814349464169,1.915553288652107e-40,6.49755489534221e-05,0.0007782738935550163,0.009526901160426442,0.00039553647352463697,0.6610841264397382,0.7458588196347242,2014-10-03,2019-10-04,1260
ANSS,1.049548606723281,0.12675571709090935,-0.3218220894320875,-0.057695508405452484,-0.39830835435994827,0.034201566109072074,0.018965555697182675,1.3396381800239113e-142,0.019961802107988463,3.209745902600097e-07,0.489980021293131,0.00017116321763005932,0.9134607333472557,0.9273720328635764,2014-10-03,2019-10-04,1260
ANTM,0.8522049448601343,-0.11944250722620574,-0.16062536159631555,0.004022720706392251,-0.02097436460081357,-0.15351776740342382,0.13225026036868348,3.0126378917006165e-58,0.1151625816570258,0.06578481544792378,0.9724276026586958,0.886687002109088,0.7261567416604386,0.6481240342731438,2014-10-03,2019-10-04,1260
AON,0.8561707060798509,-0.2626249399147924,0.12369215936599323,0.02211530495102932,0.25159466643591727,0.08317115966540808,-0.017011517333255857,2.2065647391674464e-130,2.8333570807052326e-08,0.022445226946547426,0.7594105915729661,0.005944575911170568,0.7597327940899279,0.9246175521588087,2014-10-03,2019-10-04,1260
AOS,1.1665112768083399,0.4727114601407031,0.11768182381502049,0.37167827796852465,0.015673318495381797,0.6560455715901115,-0.40720612680110757,2.1609445195923624e-138,3.485140510664195e-14,0.09753643964730545,9.119535465660063e-05,0.8958785392788232,0.0660157144698141,0.08433862889137099,2014-10-03,2019-10-04,1260
APA,1.4511736192115399,0.3233572127653603,0.9607558691248224,-1.488091319689239,1.1631063532148145,-0.23416745829183228,0.06583293571752816,6.187111977694659e-69,0.005839625098470979,1.7324198642575366e-12,3.2734419924536614e-16,3.650899278977511e-07,0.7295997531529504,0.8831394664637138,2014-10-03,2019-10-04,1260
APD,0.9972137883622344,-0.14033597209561832,-0.07815036339555662,-0.023909423061552054,0.5836418104842925,0.12910093671843847,-0.06049867060753236,1.1601830616608113e-152,0.004599200522160235,0.1699274039333428,0.7528688562781696,1.6060097968353446e-09,0.651682444065518,0.7489796998953571,2014-10-03,2019-10-04,1260
APH,1.0234117938017522,0.025379489691819163,-0.14557085401556027,0.11150581198186935,0.09078019654617396,-0.3091126959539825,0.2186201209159397,1.225709408298662e-171,0.5885341630097705,0.0071154969236987995,0.12189697779550693,0.3192211817519304,0.25474550215605735,0.2231041152978539,2014-10-03,2019-10-04,1260
APTV,1.2921213486315406,0.21670893124147675,0.2260279070482555,0.3983979773222902,0.05315792575826018,-0.7673650856409444,0.5092417581454407,3.465348157710054e-104,0.00800409290042014,0.01625655222785014,0.0015119158779192874,0.7373487799568161,0.10417746267851963,0.10287554918697278,2014-10-03,2019-10-04,1260
ARE,0.7305646900199091,0.008225102853072586,-0.3621474135834941,0.3407344062082581,0.5917358873386533,0.86664792527108,-0.5265006960673204,1.2772734296593401e-71,0.886586442366264,5.873277946925509e-08,0.00012519486274756663,1.4914213567369953e-07,0.009467470140898118,0.01708864427577805,2014-10-03,2019-10-04,1260
ATO,0.574208211332009,-0.14124710825501746,-0.386078506838486,0.3832484522650974,0.8654773359376122,1.260733267230749,-0.77143671014992,6.682923649853703e-53,0.008917229923260484,6.814395685157124e-10,4.0867779682772755e-06,3.5809037725223126e-16,5.6213687505932594e-05,0.00019151742910074708,2014-10-03,2019-10-04,1260
ATVI,1.1365555928685054,-0.00891282870459291,-0.573752967162243,-0.06932509333400584,-0.7582802907823718,0.895322913885336,-0.5482159140486298,5.045529583548044e-62,0.9271592598826728,3.6685305430755263e-07,0.6433894788563232,6.563983617481958e-05,0.11252893099727354,0.1415979040639757,2014-10-03,2019-10-04,1260
AVB,0.6204998066704347,-0.23572369169299495,-0.3240312000041238,0.4061029970079421,0.5355398251728023,0.9096134287516378,-0.5778419994322032,5.867215411918835e-60,1.5094034737149372e-05,2.4871081869735297e-07,1.238433603215478e-06,4.3134176508902114e-07,0.003816258585800483,0.005433361983378527,2014-10-03,2019-10-04,1260
AVGO,1.276402300941212,0.06989808125765426,-0.21268113476053088,-0.037101569264651656,-0.6572143139539054,0.452660482023915,-0.23173591563526094,9.403923684572397e-77,0.47012877922009233,0.056427617380887855,0.8028639143789201,0.000486272644835717,0.4187096506973963,0.5311695213257976,2014-10-03,2019-10-04,1260
AVY,1.0389489243171117,-0.08232768950505043,-0.030911916480736774,0.23348866039117452,0.2656117673704788,0.7572047504868284,-0.4501701652498618,1.98481320047749e-123,0.16355646580389877,0.649443033168948,0.01016104404317585,0.02074662097697835,0.026821338241686615,0.04643560512210212,2014-10-03,2019-10-04,1260
AWK,0.5162847665706038,-0.2980582404008651,-0.4798538903578682,0.2992636179732915,0.8071436454422334,1.3125528491946081,-0.798924009868543,6.525289695858913e-42,8.373041844917723e-08,9.083150796900222e-14,0.0004400549430323668,1.0724260746159511e-13,4.316830503067797e-05,0.00016501185331691524,2014-10-03,2019-10-04,1260
AXP,0.933813782279718,-0.1611105333374278,0.3342869559040365,-0.13443694918904703,-0.07069523682199999,-0.5893632137078956,0.38677277446327085,7.447317068354778e-113,0.004172761595587466,2.685442901791455e-07,0.11916979474485659,0.5168576452734372,0.06973295472733852,0.07181244723138686,2014-10-03,2019-10-04,1260
AZO,0.6963123327942912,0.12480141010051532,-0.2616565622396346,0.5340475950592506,0.5563765618266127,0.2994734572041244,-0.16301076450247287,1.1499980680588324e-42,0.09118889378299413,0.0021256961308624214,2.7537971241170637e-06,0.00010991444068026134,0.4832344844927514,0.5637602903538235,2014-10-03,2019-10-04,1260
BA,1.15739260129353,-0.17221859244906035,-0.009477743191836155,0.2948444314252582,0.21254635396523852,-0.36827778228350755,0.2990537781471588,1.3745282309069978e-114,0.012588020830082597,0.9049390528728516,0.0054254048887726085,0.11259702634666917,0.35574154569449257,0.256704327044968,2014-10-03,2019-10-04,1260
BAC,1.1902616325150626,0.02231858318231637,1.6972276367379835,-0.7023224753847583,-1.2702481868625637,-0.3632674678868102,0.27330985560008686,1.6916830207084733e-215,0.6312287992911056,1.578526079472401e-162,4.781478870878412e-22,7.602019303987933e-42,0.1769169882499913,0.12441547983061159,2014-10-03,2019-10-04,1260
BAX,0.8507269348542645,-0.20200460523630664,-0.4710307965140134,-0.12323278654864353,0.3584594218341752,-0.23933832567527802,0.18827645273209925,1.0183099693556444e-104,0.00016932094263704287,4.2855670230282183e-14,0.13428841347332188,0.0005871395391987504,0.4398304623662368,0.35803866167940623,2014-10-03,2019-10-04,1260
BBY,1.0381692155681086,0.7387190866770156,-0.030734549030462608,0.9438283089981614,-0.03298652655884525,-0.7012311709941509,0.5051615869559675,1.266888786726138e-41,5.3573339866619153e-11,0.8109968420287139,4.447446311103425e-08,0.8790843123328372,0.27757834440258544,0.2367843859043312,2014-10-03,2019-10-04,1260
BDX,0.8776839798641474,-0.23509558542234305,-0.46740221286129596,-0.11130676924714955,0.3010700571331608,0.2555773897861665,-0.13728365298181228,2.4955164536742117e-112,9.652602700345376e-06,3.36869281494164e-14,0.1710410558849939,0.0034578953006681244,0.4038291111031618,0.49758510371680387,2014-10-03,2019-10-04,1260
BEN,1.2796256975557667,0.23286163316832742,0.590055610809035,-0.012621745419229433,0.393414894433463,-0.3000160363069792,0.1302676123588833,1.569781804214805e-178,4.809400821406312e-05,9.884772625521551e-19,0.8855602298230824,0.0004026398187453463,0.3637420050298912,0.5507962639207451,2014-10-03,2019-10-04,1260
BIO,0.8266868641630436,0.12745815694139656,-0.3436614950071851,-0.30815093813063527,-0.11382231127300907,0.18332124208319941,-0.06205526119405025,1.82091560101407e-56,0.08867334567701325,6.984539093245047e-05,0.007414749059726711,0.43358605309878306,0.6718803367682001,0.8283020960723826,2014-10-03,2019-10-04,1260
BK,1.0468371543250712,-0.027925742750294743,1.0345195135781706,-0.4964471365046533,-0.5126829523205068,0.17952184886367104,-0.11885234438643916,1.1110075591159765e-160,0.5777946216998271,4.4483455570376303e-64,1.6513765338063656e-10,1.671694462695336e-07,0.5361626597119507,0.5355917086073453,2014-10-03,2019-10-04,1260
BKNG,0.9895130715244919,0.007963440310133633,-0.1115176348323787,-0.05993518333235896,-0.6093562601415855,-0.4829281497778954,0.32285160600020246,5.529584306401126e-77,0.9153102296232956,0.19597940175713802,0.6022983596493288,2.9820256313778394e-05,0.2649815124953447,0.25966842865311063,2014-10-03,2019-10-04,1260
BKR,1.1148195317595841,-0.040036409985780036,0.5364006747813792,-1.1581066662181094,0.9299693261667523,-1.2673189365978828,0.7862865546017536,1.9796333264542985e-52,0.7036610186008888,1.0354843188047563e-05,1.3163130837706136e-12,5.8870092270866585e-06,0.0375264191332499,0.05091749471534424,2014-10-03,2019-10-04,1260
BLK,1.28137598375777,-0.05315272383313066,0.5644924011737389,-0.06704186602887106,-0.19063763850187443,-0.043905040387260785,0.024194709181098478,2.5042136434791796e-248,0.23792544025480494,1.847166448741619e-26,0.3323899109115366,0.029421947605260075,0.866119650804488,0.8882449375134802,2014-10-03,2019-10-04,1260
BLL,0.9050662318820789,-0.08733991640102326,-0.32251410276407544,0.14192182015244337,0.48588122327384853,0.16597010391685618,-0.07278915628475066,4.2826503653883057e-85,0.17629111537266137,1.5412775203103977e-05,0.15253288617742713,0.00011204743291141264,0.6567404580196778,0.768132052733563,2014-10-03,2019-10-04,1260
BMY,0.8578599316824801,-0.12157260537352058,-0.5500086202682695,-0.3293900304669008,0.45423246444087584,0.850987646227374,-0.5748397593879601,2.5286747922658576e-51,0.1382367240992403,7.0844033054623015e-09,0.008983294993973793,0.004397393320865535,0.07287200196771125,0.06686551292769406,2014-10-03,2019-10-04,1260
BR,0.9357921894946409,-0.03355630079049547,-0.315400148177776,0.21563516644718708,-0.049249883588367294,0.6970915451919429,-0.4028182890328731,1.332159064341742e-121,0.5321210380439513,3.876826896158448e-07,0.009034964265437434,0.6368520891276306,0.02497098045036962,0.05000078757339192,2014-10-03,2019-10-04,1260
BWA,1.3801138551421144,0.5117748086820288,0.6412063408932466,0.5411842399980481,-0.08042299025502363,-0.6920606034325534,0.39507398257645104,2.4875830747579664e-116,4.487690366151918e-10,1.2271386977727932e-11,1.6239951708143284e-05,0.6111452337746792,0.1419088552011532,0.2046736945826936,2014-10-03,2019-10-04,1260
BXP,0.8077253562227873,-0.06931016543522482,-0.2138708994596367,0.2517511454240723,0.5456660731382248,0.7335947504181761,-0.4896515021515374,1.2208455751163997e-88,0.21792287054922407,0.000980355048297848,0.003616888225608947,6.668922426389279e-07,0.024260189826121124,0.022932117122558694,2014-10-03,2019-10-04,1260
C,1.229996701377044,-0.050771638383065615,1.4190620652551031,-0.6467793163741401,-1.0137319101770084,-0.6903686373401412,0.46108350320349945,2.2877866504831766e-241,0.2504526461574049,9.752346793137959e-134,7.365580716846352e-21,1.2298840990169837e-30,0.006964363295086152,0.006409864822828525,2014-10-03,2019-10-04,1260
CAG,0.7566420332992947,-0.07866810063847203,-0.3650224406055682,0.6539345910877297,0.9503175267671877,-0.7185593282563603,0.4638493764696614,1.3017697618422212e-40,0.3403424822071196,0.00012693672084557623,2.8298453791310406e-07,3.859906557080487e-09,0.13223746177736934,0.14160064082986568,2014-10-03,2019-10-04,1260
CAH,0.9125237008244769,0.2866336301808672,-0.061705012584394495,0.2272085353095385,0.2898660309326593,-0.8121340724992709,0.4807530028063626,1.1233058964775273e-54,0.0006751844135723395,0.5240742110099574,0.07883311280318112,0.0762469104439923,0.09527926638858389,0.13521784683669658,2014-10-03,2019-10-04,1260
CARR,,,,,,,,,,,,,,,2014-10-03,2019-10-04,1260
CAT,1.363318068885461,0.21895763491621656,0.34293072365538324,0.04476981285692959,0.5986220434542093,-0.46271481032015543,0.3020403900548923,1.5291026070423374e-153,0.0011752941548033257,1.0509693029222186e-05,0.665104828391871,5.167159952755558e-06,0.2349532393628482,0.24092618724190373,2014-10-03,2019-10-04,1260
CB,0.838087185393848,-0.3699477282168063,0.34210336580224576,-0.06429906165527681,0.15277958732158253,0.9799233795090406,-0.6227120251692544,2.0532588947898917e-147,1.0035730161706524e-17,4.451642687229924e-12,0.3248929428300382,0.06450355257409868,7.12504838932131e-05,0.0001340709675969767,2014-10-03,2019-10-04,1260
CBOE,0.40892601010785806,-0.18027331895770327,-0.007261117076572815,-0.15243879847231673,-0.02183986055340167,0.07878083211958238,0.0007708922475988256,3.796049420129413e-19,0.007978246929168572,0.9259451123310576,0.14371411345498242,0.868389813750736,0.8409129634691058,0.9976295162977159,2014-10-03,2019-10-04,1260
CBRE,1.2641092371104667,0.37029539838537007,0.1981185305692728,0.1614185781640724,0.02064068706036381,-0.5043425264489813,0.3384234457241503,2.907326478342136e-144,1.542117123014073e-08,0.008240109632089342,0.10630264814589786,0.8702200448684083,0.18020535797765208,0.1737768076756252,2014-10-03,2019-10-04,1260
CCI,0.5783787758231526,-0.32062440530505054,-0.4168706748738283,0.14509981967388658,0.5644103315172555,0.07767001720739841,-0.02016488438774614,1.891982566503902e-47,3.4714432640828554e-08,5.004291848174607e-10,0.1021861958300024,5.604795964524762e-07,0.8162103261981782,0.9272758815502986,2014-10-03,2019-10-04,1260
CCL,0.9918143707517508,0.10385533449452838,0.0149626834095678,0.3479519716145908,-0.40279735025072166,-0.028998872479818593,-0.0003430115666976652,1.509868992422168e-79,0.15854476447599739,0.8598880557160014,0.002131869942495569,0.004922037787125687,0.9457106774162216,0.9990279343906221,2014-10-03,2019-10-04,1260
CDNS,1.0343027440266908,0.053420161847880995,-0.42623515104146736,-0.053352396905432004,-0.313935203479157,-0.056100081462713114,0.10034056882652742,3.808526291258815e-97,0.43323589028544174,6.653205850222773e-08,0.6103042213575985,0.017852269782572813,0.8868409986083918,0.7002559710092794,2014-10-03,2019-10-04,1260
CDW,0.9373515856010856,0.23518420805130394,-0.2066501621834169,0.21862549284531438,-0.1577589875112112,-1.0314243409085324,0.7550664603973329,1.419703271569631e-82,0.0005670619689253259,0.008454962891491245,0.03667006235836417,0.23292023579238083,0.008892120825184044,0.0037795448487973975,2014-10-03,2019-10-04,1260
CE,1.2202716917468241,0.2987881232999926,0.4797605049716631,0.07743960273128205,0.08661887816432462,0.10035503011568826,-0.026546037869600116,3.2992454813535155e-123,1.8188742435732013e-05,2.5643633477010275e-09,0.46792072834268716,0.5208729575489788,0.8027419611882758,0.9203853796825169,2014-10-03,2019-10-04,1260
CERN,0.8602954144671584,0.06135691324038452,-0.429726050194458,0.047911848531033585,0.2132383262169983,-1.087642291944395,0.6881765128645827,4.744749819241019e-65,0.3928729716021093,2.3302903576862283e-07,0.6639547672865802,0.12644140690054947,0.008912742387886918,0.012303393162387093,2014-10-03,2019-10-04,1260
CF,1.1616803945964258,0.404270354590575,0.18062447544279742,-0.8574689601977259,0.8370167400874386,-1.0415991054014602,0.6847729097284414,7.120279294135821e-44,0.0008805995320561221,0.19592660552419872,4.5549324661682945e-06,0.00039350354148031454,0.13774104347495436,0.13995464144002792,2014-10-03,2019-10-04,1260
CFG,1.0458536050850435,0.3010535053145244,1.7399492228274864,-0.42298081023122075,-1.3103349241666535,-0.13550485510021104,0.12214840919962161,4.7712014087261425e-124,4.346974684747387e-07,6.796289366914254e-116,3.7202032236937402e-06,1.2225188540301517e-28,0.692676906007962,0.5899771353260754,2014-10-03,2019-10-04,1260
CHD,0.6349673054722704,-0.22340522897373546,-0.45951423695403365,0.4931557974345797,0.8058569814737817,0.6323949498808451,-0.37522031162986436,1.3207547922835677e-53,0.00016771864047475079,2.3495035364966345e-11,6.939241386667251e-08,3.886195272070539e-12,0.06493433700917016,0.09758583728307635,2014-10-03,2019-10-04,1260
CHRW,0.9174226272570518,0.17786634736697898,0.04984149122905926,0.6675406219434901,0.34610132910356695,1.1581915191906453,-0.760985220839576,2.5000936927561936e-86,0.006200199094565141,0.5046945107307932,3.149693460716911e-11,0.0061082570864036305,0.002069534115768906,0.0022049226453404644,2014-10-03,2019-10-04,1260
