,Mean,Median,STD,+1SD,-1SD,L5 Rel to Self,.30,.70,L5 Touches,L5 Touches Rel to Self,L5 Avg FP/G,Mean Rel to Peers,SD Rel to Peers,Touches Rel to Peers,Mean Rel to Peers RK,STD Rel to Peers RK,Avg Rank Rel to Peers
Randall Cobb,1.606857638888889,1.455,1.048588245228869,2.655445884117758,0.55826939366002,0.4140255844813072,1.0,2.1229999999999998,4.0,0.0,7.4799999999999995,-0.2495821225484272,-0.382204755097517,-0.02435209932244664,53.0,37.0,45.0
JuJu Smith-Schuster,1.600093378843379,1.3,1.0815711499204692,2.6816645287638483,0.5185222289229099,-0.10905479654222942,1.0136363636363637,1.8447692307692307,4.6,-0.2544858414102068,7.4799999999999995,-0.26547246971853444,-0.3188520833690612,0.575647900677553,54.0,40.0,47.0
Davante Adams,1.8401588082056832,1.6761904761904762,0.7823254342663806,2.622484242472064,1.0578333739393027,-0.49459642756608746,1.47625,2.1420000000000003,8.6,0.5138161240617058,12.84,0.2984802746233998,-0.8936351647029621,4.575647900677553,33.0,15.0,24.0
Nelson Agholor,1.8870092592592593,1.4875000000000003,1.7277018310101937,3.614711090269453,0.15930742824906563,1.3098271357492062,,,2.0,-0.6800644976923961,7.3,0.4085396051796823,0.9222182624815182,-2.0243520993224466,28.0,75.0,51.5
Cole Beasley,1.516609623015873,1.0607142857142857,0.9169469587041305,2.4335565817200036,0.5996626643117425,0.19273057033442156,0.8883333333333334,2.0075,4.8,0.2063511533262836,7.459999999999999,-0.46158939222568995,-0.6350577796898988,0.7756479006775532,63.0,26.0,44.5
Jarvis Landry,1.7742683531746033,1.4333333333333333,1.2764444077949635,3.050712760969567,0.4978239453796398,-0.30470188710619117,1.13,1.8675000000000002,3.8,-0.5733324596511326,5.160000000000001,0.1436928775399313,0.05545520248747162,-0.22435209932244682,38.0,58.0,48.0
Russell Gage,1.0626086956521739,0.9,0.45919383706138756,1.5218025327135614,0.6034148585907864,0.3681625435053307,,,3.4,0.26886441081024925,4.66,-1.528111421660157,-1.5142976016299623,-0.6243520993224467,82.0,1.0,41.5
Julian Edelman,1.4603008883477633,1.2706349206349206,0.6872553771323852,2.1475562654801483,0.7730455112153781,-0.41634337278670547,1.0912121212121213,1.7906349206349206,4.4,-0.8232743238100516,6.4799999999999995,-0.5938677695449719,-1.0762431604853782,0.3756479006775537,70.0,9.0,39.5
Kenny Golladay,2.370959821428572,2.1,1.1570423493333073,3.528002170761879,1.2139174720952646,0.04670544565855012,1.85,2.511,4.6,0.16734591142473454,10.84,1.5454181985956041,-0.1738890436956019,0.575647900677553,6.0,43.0,24.5
Kendrick Bourne,1.9189761904761906,1.475,1.3330314418229512,3.252007632299142,0.5859447486532394,0.2183172882447751,,,3.0,0.34391858887713955,5.94,0.48363512657927055,0.16414604777178798,-1.0243520993224466,25.0,61.0,43.0
Sammy Watkins,1.6089761904761906,1.29,1.0207015344791421,2.6296777249553327,0.5882746559970484,0.20149540264149512,,,4.4,0.10895069143680086,6.9,-0.24460530025101307,-0.4357687952641728,0.3756479006775537,52.0,35.0,43.5
Mike Williams,2.4736197916666667,1.8166666666666669,1.8514483893462594,4.325068181012926,0.6221714023204072,-0.19045618214136426,1.5,2.79,2.8,-0.2136165313638206,7.340000000000001,1.7865831680942312,1.1599073065816132,-1.2243520993224468,5.0,77.0,41.0
Adam Humphries,1.6965575396825396,1.0125000000000002,1.8018100227238492,3.498367562406389,-0.10525248304130952,0.5385931080849546,0.7929999999999999,1.6975000000000002,4.4,0.053545631556099545,7.860000000000001,-0.038862464352936416,1.0645632738115955,0.3756479006775537,47.0,76.0,61.5
Zach Pascal,1.6590190476190478,1.2000000000000002,1.2526823531340112,2.911701400753059,0.4063366944850366,0.25091299875656536,,,2.8,0.26762966435309327,6.0,-0.12704648849126698,0.009813690237269034,-1.2243520993224468,48.0,53.0,50.5
John Brown,2.0267486772486776,1.4321428571428574,1.369108238265649,3.395856915514327,0.6576404389830286,0.8143388216189092,,,3.2,-0.2451778527664753,8.600000000000001,0.736810229055906,0.2334413831407989,-0.8243520993224465,19.0,63.0,41.0
David Moore,2.3589506172839507,1.5,1.8576906528187402,4.216641270102691,0.5012599644652105,0.07144141527618776,,,2.2,0.3086094130466081,6.1,1.5172066245563431,1.1718972775169298,-1.8243520993224465,7.0,78.0,42.5
James Washington,1.827,1.6333333333333335,1.3176735777146809,3.1446735777146806,0.5093264222853191,0.1596247635913951,,,3.4,0.5966149960836657,6.1000000000000005,0.26756809364183654,0.13464707755073066,-0.6243520993224467,35.0,60.0,47.5
Anthony Miller,1.7014814814814814,1.3,1.4143406075716063,3.1158220890530877,0.2871408739098751,-0.2897568044224214,,,2.6,-0.18787028197040118,3.2399999999999998,-0.027295324103424147,0.3203224953695342,-1.4243520993224466,46.0,65.0,55.5
Marquez Valdes-Scantling,1.8789370748299323,1.2000000000000002,1.9224883613335872,3.8014254361635196,-0.04355128650365492,-0.06966860113370116,,,3.0,0.2488785589085548,6.04,0.38957673087559885,1.2963589644023403,-1.0243520993224466,29.0,81.0,55.0
Corey Davis,1.6575294418842805,1.4000000000000001,0.8469910770375988,2.504520518921879,0.8105383648466817,0.03979812098105319,,,4.4,0.36082570766692934,7.0,-0.13054581467222112,-0.7694271461278755,0.3756479006775537,49.0,21.0,35.0
Dontrelle Inman,1.5573809523809525,1.2916666666666665,1.1602391222044315,2.7176200745853842,0.39714183017652105,-0.04227371591679284,,,3.0,0.25353225658923506,4.9399999999999995,-0.3658109073893558,-0.1677487687808112,-1.0243520993224466,56.0,44.0,50.0
Josh Reynolds,1.9548611111111114,1.6416666666666668,1.184626045957147,3.1394871570682583,0.7702350651539644,0.2969760429936402,,,2.6,0.2992527678923444,5.380000000000001,0.5679346424500626,-0.12090702487078721,-1.4243520993224466,22.0,47.0,34.5
Chris Godwin,2.010783410138249,1.6,0.9929812966102607,3.00376470674851,1.0178021135279884,-0.3176797769321206,,,5.6,0.2466991479352812,9.26,0.6993052195882998,-0.4890130788214424,1.575647900677553,21.0,31.0,26.0
Curtis Samuel,1.7589558531746032,1.0233333333333334,1.539284191467212,3.2982400446418154,0.21967166170739127,-0.6635553741674377,0.8275,2.182,6.8,1.1413916943801545,4.92,0.10772132419851593,0.5603107538060615,2.775647900677553,39.0,68.0,53.5
T.Y. Hilton,1.836953125,1.7595238095238095,0.8783534344340824,2.715306559434082,0.9585996905659175,-0.7517320846576429,1.115,2.3499999999999996,3.2,-0.6570675801453368,3.7800000000000002,0.29094960331375647,-0.7091871778367886,-0.8243520993224465,34.0,22.0,28.0
Damiere Byrd,1.4418809523809526,1.15,1.0671944571765413,2.509075409557494,0.37468649520441133,-0.18760806371126545,,,3.4,0.6729961578825374,4.34,-0.637139195450316,-0.3464664461567903,-0.6243520993224467,72.0,38.0,55.0
A.J. Green,1.8426825396825397,1.4233333333333333,1.0895650640631134,2.932247603745653,0.7531174756194263,-0.9600306650023814,,,3.4,-0.45115040664926287,3.2800000000000002,0.3044089303908546,-0.303497589177609,-0.6243520993224467,31.0,41.0,36.0
Danny Amendola,1.1803955453149002,1.0285714285714287,0.5334646755676627,1.7138602208825628,0.6469308697472375,1.112734323136658,,,2.4,-0.6161254461949052,4.16,-1.2514109517460335,-1.3716401827373348,-1.6243520993224467,78.0,2.0,40.0
Marvin Jones,2.0887723214285714,1.85,1.2681944246199672,3.3569667460485384,0.8205778968086042,-0.6298500497413358,1.2916666666666667,2.6483333333333334,2.8,-0.6705988273612236,4.12,0.8825138584466656,0.03960885782080773,-1.2243520993224468,16.0,56.0,36.0
Willie Snead,1.7172704081632655,1.12,1.6868886199451265,3.404159028108392,0.030381788218138972,-0.1510297746697425,,,1.4,-0.5667581693399676,1.7,0.00979543301249363,0.8438253499419542,-2.6243520993224467,44.0,73.0,58.5
Chris Conley,1.941256157635468,1.6,1.231024019442912,3.17228017707838,0.710232138192556,-0.3909396973856413,,,2.6,0.03867316944714673,3.8000000000000007,0.5359743936561638,-0.03178705164241749,-1.4243520993224466,23.0,50.0,36.5
Rashard Higgins,2.5986000000000002,1.5250000000000001,2.3386453264578115,4.937245326457812,0.2599546735421887,0.48996076124975185,,,1.0,-0.576868024384479,3.46,2.0801820076490847,2.0957020133406523,-3.0243520993224466,4.0,86.0,45.0
Isaiah McKenzie,1.0883377425044092,0.8333333333333334,0.7738202355425695,1.8621579780469788,0.31451750696183967,0.15937671115021249,,,2.8,0.14141025483690822,3.4,-1.4676697053323886,-0.9099717204967308,-1.2243520993224468,81.0,14.0,47.5
Kenny Stills,2.0121774193548387,1.3333333333333333,1.5618634211021214,3.57404084045696,0.45031399825271734,0.04289059235701751,,,1.6,-0.5948803757531347,3.28,0.7025799739976372,0.6036803277207003,-2.4243520993224466,20.0,70.0,45.0
Golden Tate,1.746934523809524,1.08125,1.9974605481171517,3.7443950719266756,-0.2505260243076277,-0.44302978831981527,0.8320000000000001,1.5625,3.8,-0.45895196883056827,3.12,0.0794812660440232,1.4403635141069406,-0.22435209932244682,40.0,83.0,61.5
Jakeem Grant,1.4940123456790124,1.0,1.9561566331319167,3.450168978810929,-0.46214428745290426,-0.28321471619172306,,,2.4,0.07876189946348003,2.5600000000000005,-0.5146740725256823,1.361028070742365,-1.6243520993224467,66.0,82.0,74.0
Zay Jones,1.4237903225806452,0.9166666666666666,1.520605292472645,2.94439561505329,-0.09681496989199978,0.46004246744082194,,,2.2,-0.32127553662587965,3.2399999999999998,-0.6796370276032339,0.524432829550556,-1.8243520993224465,73.0,67.0,70.0
Cordarrelle Patterson,0.8525595238095238,0.5,1.0799472706742685,1.9325067944837924,-0.22738774686474472,-0.41597048548093896,,,5.0,0.5908424366722592,2.1,-2.0215510944280246,-0.32197118672800223,0.9756479006775534,88.0,39.0,63.5
Larry Fitzgerald,1.5313764880952383,1.1125,1.3490481991975782,2.8804246872928165,0.18232828889766006,-0.743872120977586,0.8845833333333334,1.8239999999999998,3.6,-0.4733834449025319,2.46,-0.4268996240697474,0.1949106023674749,-0.42435209932244655,62.0,62.0,62.0
Marvin Hall,2.7625,2.05,2.8974523746142737,5.659952374614274,-0.13495237461427356,0.20707846840101235,,,1.0,0.29140566736010565,2.7600000000000002,2.465209768802257,3.1690434856100627,-3.0243520993224466,2.0,88.0,45.0
Chris Hogan,1.5423076923076924,1.1166666666666667,1.4447374291947446,2.9870451215024367,0.09757026311294781,-0.636372400314615,,,2.8,0.365896613476477,2.3600000000000003,-0.4012204472263714,0.3787078886478144,-1.2243520993224468,61.0,66.0,63.5
DeSean Jackson,1.9142708333333336,1.3833333333333335,1.2647763864793249,3.1790472198126585,0.6494944468540087,-0.2735167288843556,1.2100000000000002,2.204,3.8,0.010684433512183332,8.0,0.472581477243454,0.03304358255763168,-0.22435209932244682,26.0,55.0,40.5
Mike Thomas,1.0589285714285714,0.875,0.6824452036932752,1.7413737751218465,0.3764833677352962,-0.21090128650572224,,,2.0,1.315154198868566,2.44,-1.5367566320968817,-1.0854824115972572,-2.0243520993224466,83.0,8.0,45.5
Breshad Perriman,2.1891849816849818,1.5035714285714286,2.0302745144338323,4.219459496118814,0.15891046725114943,-0.2848989497779207,,,4.2,1.0452159792666722,7.74,1.1183995312347061,1.5033916935716407,0.17564790067755354,10.0,84.0,47.0
Justin Watson,1.3822222222222222,1.3,0.7346900329012531,2.1169122551234754,0.6475321893209691,0.1358093526650422,,,2.8,1.1085871716925915,4.4799999999999995,-0.7772872571114339,-0.9851319559515119,-1.2243520993224468,74.0,13.0,43.5
Sterling Shepard,1.497472830988456,1.2333333333333334,0.9054259598823113,2.4028987908707675,0.5920468711061446,-0.27773980660013636,0.865,1.8377272727272729,5.8,0.30095301370173977,7.360000000000001,-0.5065448296263627,-0.6571870027879638,1.7756479006775532,65.0,24.0,44.5
Courtland Sutton,2.26358630952381,1.916666666666667,1.5555331581976277,3.8191194677214373,0.7080531513261821,-0.5583849530602275,1.7042857142857144,2.4699999999999998,4.2,0.27280873001904327,5.44,1.293180352983377,0.5915213298551987,0.17564790067755354,9.0,69.0,39.0
Lee Smith,2.7869047619047618,1.05,2.7355852088129944,5.522489970717756,0.05131955309176739,0.29722899344380166,,,0.8,0.258603925900756,2.88,2.5225405243706924,2.8581334091777837,-3.224352099322447,1.0,87.0,44.0
KhaDarel Hodge,1.55625,1.3000000000000003,1.1769929906333345,2.733242990633334,0.3792570093666654,-0.12213326769486418,,,1.0,1.2738595105969641,1.52,-0.36846769850106437,-0.13556839119786462,-3.0243520993224466,57.0,45.0,51.0
Demarcus Robinson,2.1789506172839506,1.0333333333333334,3.1481726197305955,5.327123237014546,-0.9692220024466449,0.10992071417788472,,,1.8,-0.07136284574352973,2.68,1.0943573444613395,3.6506201548892085,-2.224352099322447,11.0,89.0,50.0
Trent Taylor,1.0475680272108845,0.8,0.5837922082313453,1.6313602354422296,0.46377581897953923,0.08981273139626698,,,0.8,-0.769822752636883,0.76,-1.5634443984520838,-1.274972418464972,-3.224352099322447,84.0,5.0,44.5
Jamal Agnew,0.6212121212121212,0.6000000000000001,0.5466103075160844,1.1678224287282055,0.0746018136960368,-0.3437161452965455,,,1.6,1.4858689450079812,0.8400000000000001,-2.56502377576225,-1.346390408247232,-2.4243520993224466,89.0,3.0,46.0
Ted Ginn Jr.,1.473774250440917,1.3,0.9349537932051374,2.4087280436460543,0.5388204572357796,0.2687039203272817,,,0.6,-0.9747383985430125,0.8,-0.562216650314142,-0.6004707387461868,-3.4243520993224466,69.0,27.0,48.0
DaeSean Hamilton,1.0991190476190478,1.115,0.586545659228019,1.6856647068470667,0.5125733883910287,0.04412436094918065,,,1.6,-0.16393123293476947,1.9400000000000002,-1.4423426658534468,-1.2696836642226237,-2.4243520993224466,80.0,6.0,43.0
Seth Roberts,1.545632183908046,1.0,1.5884609586081875,3.1340931425162335,-0.04282877470014146,-0.4300591589651707,,,1.2,-0.6976216264544991,1.08,-0.3934106756714191,0.6547681587702266,-2.8243520993224465,60.0,72.0,66.0
Alex Erickson,0.9817391304347826,1.05,0.5513370978996621,1.5330762283344446,0.43040203253512044,-0.32963341506879196,,,0.4,-0.6901716205981543,0.32,-1.7180871851811004,-1.3373113170543849,-3.6243520993224467,86.0,4.0,45.0
Michael Thomas,1.492095708111333,1.4069444444444446,0.6974000713089723,2.189495779420305,0.7946956368023608,-0.2882636671851752,1.072638888888889,1.7091666666666665,8.4,0.06776085459418417,12.640000000000002,-0.5191765659462171,-1.05675750614522,4.375647900677554,67.0,11.0,39.0
Pharoh Cooper,1.1244791666666667,0.825,0.8269279870903713,1.9514071537570379,0.2975511795762954,0.09132697709151322,,,0.2,-0.6359202330268015,0.24000000000000005,-1.3827676209511732,-0.8079637869474116,-3.8243520993224465,79.0,18.0,48.5
Bennie Fowler,1.4536666666666667,1.1,1.2743872892346984,2.7280539559013652,0.1792793774319683,-0.5260044093313935,,,1.8,-0.06352625902400977,1.4,-0.6094526354440961,0.05150394476552269,-2.224352099322447,71.0,57.0,64.0
Mohamed Sanu,1.2849379960317462,1.1125,0.976659529707311,2.2615975257390573,0.30827846632443523,-0.3292904568235692,0.9000000000000001,1.2173333333333334,2.0,-0.9842509842514765,1.8800000000000001,-1.0058237293850019,-0.520363487474028,-2.0243520993224466,76.0,29.0,52.5
Trent Sherfield,1.5102777777777778,1.3250000000000002,1.0122257287413345,2.5225035065191124,0.4980520490364433,-0.8992833830747167,,,0.2,-0.4673436899967629,0.12000000000000002,-0.47646392667347615,-0.4520488938049856,-3.8243520993224465,64.0,33.0,48.5
Jojo Natson,1.0,1.0,0.9899494936611667,1.9899494936611668,0.01005050633883331,-0.7071067811865474,,,0.2,0.27233051111612194,0.06000000000000001,-1.675189432127984,-0.49483648396951085,-3.8243520993224465,85.0,30.0,57.5
Andre Roberts,0.9787878787878787,0.7000000000000001,0.6622390852710266,1.6410269640589052,0.31654879351685206,-0.1567226717604604,,,0.6,0.04104610345325912,0.38,-1.7250201553715032,-1.1242937776452278,-3.4243520993224466,87.0,7.0,47.0
Dede Westbrook,1.3267972350230417,1.025,0.9411997449515497,2.2679969799745914,0.385597490071492,-0.6335754421369378,,,3.8,-0.3353059324819922,3.7399999999999993,-0.9074895678694798,-0.588473683474005,-0.22435209932244682,75.0,28.0,51.5
DeAndre Carter,1.255769230769231,1.0166666666666668,1.2042622252327386,2.4600314560019694,0.051507005536492345,,,,0.0,-0.5695729835111305,0.0,-1.0743459037878613,-0.08319038252895969,-4.024352099322447,77.0,48.0,62.5
