"player","tournament id","Player_initial_last","player id","DK_Hole_FP","DK_Streak_Bonus_FP","FD_Hole_FP","FD_Streak_Bonus_FP","tournament name","season","final position","DK_Finish_FP","FD_Finish_FP","DK_Total_FP","FD_Total_FP","major","made_cut","course","SD_Hole_FP","SD_Streak_Bonus_FP","SD_Finish_FP","SD_Total_FP","date","Finish","Score","sg_putt","sg_arg","sg_app","sg_ott","sg_t2g","sg_total","place"
"Sepp Straka",401056252,"S. Straka",8961,72,6,64.5,15.7,"Safeway Open",2019,46,1,0,79,80.2,0,1,"Silverado - Napa, CA",63,10,0,73,2018-10-07,"T46","-4",1.64,-0.63,-0.84,0.19,-1.28,0.36,"46"
"Sepp Straka",401056503,"S. Straka",8961,28.5,0,25.7,9.6,"Sanderson Farms Championship",2019,NA,0,0,28.5,35.3,0,0,"Country Club of Jackson - Jackson, MS",29,3,0,32,2018-10-28,"CUT","E",-1.07,-1.45,1.95,0.28,0.78,-0.29,"-"
"Sepp Straka",401056506,"S. Straka",8961,15,0,3.9,10,"The RSM Classic",2019,NA,0,0,15,13.9,0,0,"Sea Island - Sea Island, GA",14,0,0,14,2018-11-18,"CUT","11",-0.03,-0.78,0.26,-1.31,-1.82,-1.86,"-"
"Sepp Straka",401056510,"S. Straka",8961,28.5,0,25.7,5.6,"Sony Open in Hawaii",2019,NA,0,0,28.5,31.3,0,0,"Waialae CC - Honolulu, HI",NA,NA,NA,NA,2019-01-13,"CUT","E",-1.17,-0.8,1.14,0.09,0.44,-0.73,"-"
"Sepp Straka",401056511,"S. Straka",8961,47.5,3,42.6,9.9,"Desert Classic",2019,NA,0,0,50.5,52.5,0,0,"La Quinta CC - La Quinta, CA",50,7,0,57,2019-01-20,"CUT","-2",2.03,0.37,0.01,0.87,1.24,3.27,"-"
"Sepp Straka",401056512,"S. Straka",8961,84.5,9,78.6,50.5,"Farmers Insurance Open",2019,13,6,5,99.5,134.1,0,1,"Torrey Pines - La Jolla, CA",73,16,3,92,2019-02-27,"T13","-11",1.77,0.08,-0.1,0.68,0.66,2.43,"13"
"Sepp Straka",401056514,"S. Straka",8961,32,0,20.4,10.6,"AT&T Pebble Beach Pro-Am",2019,NA,0,0,32,31,0,0,"Spyglass Hill - Pebble Beach, CA",27,0,0,27,2019-02-11,"CUT","11",-1.27,-0.63,-2.64,0.51,-2.77,-4.04,"-"
"Sepp Straka",401056517,"S. Straka",8961,72.5,3,67.5,12,"Puerto Rico Open",2019,16,5,4,80.5,83.5,0,1,"Coco Beach - Rio Grande, Puero Rico",73,3,2,78,2019-02-24,NA,NA,NA,NA,NA,NA,NA,NA,"16"
"Sepp Straka",401056520,"S. Straka",8961,19.5,0,16.8,0,"The Honda Classic",2019,NA,0,0,19.5,16.8,0,0,"PGA National - Palm Beach Gardens, FL",27,0,0,27,2019-03-03,"CUT","3",-0.72,0.18,1.47,-1.25,0.41,-0.32,"-"
"Sepp Straka",401056523,"S. Straka",8961,56,3,47.5,30.7,"Valspar Championship",2019,46,1,0,60,78.2,0,1,"Innisbrook - Palm Harbor, FL",52,10,0,62,2019-03-24,"T46","3",1.12,-0.57,-0.21,-0.19,-0.96,0.16,"46"
"Sepp Straka",401056525,"S. Straka",8961,78,3,72.3,30,"Corales Puntacana Resort & Club Championship",2019,26,3,2,84,104.3,0,1,"Corales Puntacana GC - Punta Cana, Dominican Republic",72,9,0,81,2019-03-31,NA,NA,NA,NA,NA,NA,NA,NA,"26"
"Sepp Straka",401056526,"S. Straka",8961,30.5,0,26.3,9,"Valero Texas Open",2019,NA,0,0,30.5,35.3,0,0,"TPC San Antonio - San Antonio, TX",29,3,0,32,2019-04-07,"CUT","E",-1.42,-0.15,2.09,-1.04,0.9,-0.52,"-"
"Sepp Straka",401056544,"S. Straka",8961,35.5,0,26.5,1.2,"The Northern Trust",2019,NA,0,0,35.5,27.7,0,0,"Liberty National - Jersey City, NJ",26,0,0,26,2019-08-11,"CUT","3",-1.91,-0.2,-1.49,0.89,-0.8,-2.71,"-"
"Sepp Straka",401056545,"S. Straka",8961,74.5,3,71.9,18.9,"Wyndham Championship",2019,39,2,1,79.5,91.8,0,1,"Sedgefield - Greensboro, NC",73,10,0,83,2019-08-04,"T39","-10",0.84,-0.3,-0.02,0.13,-0.2,0.65,"39"
"Sepp Straka",401056546,"S. Straka",8961,103.5,14,102.6,21.5,"Barbasol Championship",2019,3,18,18,135.5,142.1,0,1,"Keene Trace - Nicholasville, KY",91,13,11,115,2019-07-21,"3","-23",0.58,0.41,0.89,1.36,2.66,3.25,"3"
"Sepp Straka",401056548,"S. Straka",8961,87,3,81.2,26.6,"John Deere Classic",2019,26,3,2,93,109.8,0,1,"TPC Deere Run - Silvis, IL",74,6,0,80,2019-07-14,"T26","-12",0.56,0.18,0.3,0.32,0.8,1.36,"26"
"Sepp Straka",401056549,"S. Straka",8961,28,0,26.1,15,"Travelers Championship",2019,NA,0,0,28,41.1,0,0,"TPC River Highlands - Cromwell, CT",32,0,0,32,2019-06-23,"CUT","-1",-2.95,0.56,1.42,0.95,2.93,-0.02,"-"
"Sepp Straka",401056550,"S. Straka",8961,26,3,20.8,21.2,"Wells Fargo Championship",2019,NA,0,0,29,42,0,0,"Quail Hollow - Charlotte, NC",20,0,0,20,2019-05-05,"CUT","4",-1.2,-0.35,0.42,0.22,0.29,-0.91,"-"
"Sepp Straka",401056551,"S. Straka",8961,76,6,72.9,24.5,"AT&T Byron Nelson",2019,29,3,2,85,99.4,0,1,"Trinity Forest - Dallas, TX",76,10,0,86,2019-05-12,"T29","-11",0.54,-0.85,0.94,0.43,0.52,1.06,"29"
"Sepp Straka",401056555,"S. Straka",8961,46,3,41.7,15.4,"RBC Canadian Open",2019,60,0,0,49,57.1,0,1,"Hamilton - Hamilton, Ontario, Canada",44,6,0,50,2019-06-09,"T60","1",-1.42,0.04,0.36,0.54,0.94,-0.48,"60"
"Sepp Straka",401056556,"S. Straka",8961,70.5,0,63.2,15.2,"U.S. Open",2019,28,3,2,73.5,80.4,1,1,"Pebble Beach - Pebble Beach, CA",69,3,0,72,2019-06-16,"T28","-1",-0.15,0.4,0.36,0.86,1.62,1.47,"28"
"Sepp Straka",401056557,"S. Straka",8961,88,3,86.4,40.8,"Rocket Mortgage Classic",2019,11,6,5,97,132.2,0,1,"Detroit Golf Club - Detroit, MI",80,12,3,95,2019-06-30,"T11","-16",1.4,0.03,0.12,0.54,0.69,2.09,"11"
"Sepp Straka",401056558,"S. Straka",8961,35,3,29.5,19.2,"3M Open",2019,NA,0,0,38,48.7,0,0,"TPC Twin Cities - Blaine, MN",30,6,0,36,2019-07-07,"CUT","-1",-1.17,-0.33,-0.53,1.4,0.53,-0.63,"-"
"Sepp Straka",401148233,"S. Straka",8961,36,0,33.4,14.6,"A Military Tribute at The Greenbrier",2020,NA,0,0,36,48,0,0,"Old White Course - White Sulphur Springs, WV",35,3,0,38,2019-09-15,"CUT","-3",0.85,-1.73,0.45,0.87,-0.42,0.43,"-"
"Sepp Straka",401148234,"S. Straka",8961,24,0,20,10,"Sanderson Farms Championship",2020,NA,0,0,24,30,0,0,"Country Club of Jackson - Jackson, MS",28,0,0,28,2019-09-22,"CUT","2",-0.41,-1,-0.51,-0.02,-1.52,-1.93,"-"
"Sepp Straka",401148235,"S. Straka",8961,29.5,3,27.2,10.2,"Safeway Open",2020,NA,0,0,32.5,37.4,0,0,"Silverado - Napa, CA",31,3,0,34,2019-09-29,"CUT","-1",-1.44,-0.03,1.15,0.25,1.38,-0.07,"-"
"Sepp Straka",401148236,"S. Straka",8961,31,0,28.2,0.6,"Shriners Hospital for Children Open",2020,NA,0,0,31,28.8,0,0,"TPC Summerlin - Las Vegas, NV",34,0,0,34,2019-10-06,"CUT","-2",-0.42,-0.69,-0.25,0.42,-0.53,-0.95,"-"
"Sepp Straka",401148237,"S. Straka",8961,81.5,3,76.4,21.4,"Houston Open",2020,4,16,16,100.5,113.8,0,1,"Golf Club of Houston - Houston, TX",75,3,10,88,2019-10-13,"T4","-11",-0.04,0.47,1.39,0.8,2.66,2.62,"4"
"Sepp Straka",401148240,"S. Straka",8961,26,0,23,0.6,"Bermuda Championship",2020,NA,0,0,26,23.6,0,0,"Port Royal GC - Southampton Parish, Bermuda",32,0,0,32,2019-11-03,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"Sepp Straka",401148242,"S. Straka",8961,33,3,26.5,11.4,"Mayakoba Golf Classic",2020,NA,0,0,36,37.9,0,0,"El Camaleon - Playa del Carmen, Mexico",25,3,0,28,2019-11-18,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"Sepp Straka",401148243,"S. Straka",8961,22.5,0,12.8,5,"The RSM Classic",2020,NA,0,0,22.5,17.8,0,0,"Sea Island - Sea Island, GA",20,0,0,20,2019-11-24,"CUT","9",0.17,1.52,-1.95,0.66,0.23,0.41,"-"
"Sepp Straka",401155418,"S. Straka",8961,55.5,6,47.7,25.5,"Sony Open in Hawaii",2020,53,0,0,61.5,73.2,0,1,"Waialae CC - Honolulu, HI",NA,NA,NA,NA,2020-01-12,"T53","E",0.18,0.78,-1.3,0.49,-0.03,0.15,"53"
"Sepp Straka",401155419,"S. Straka",8961,90.5,17,91.3,20.3,"The American Express",2020,4,16,16,123.5,127.6,0,1,"La Quinta CC - La Quinta, CA",89,21,10,120,2020-01-18,"T4","-20",1.75,-0.56,2.78,0.92,3.14,4.89,"4"
"Sepp Straka",401155420,"S. Straka",8961,13.5,0,5.3,0,"Farmers Insurance Open",2020,NA,0,0,13.5,5.3,0,0,"Torrey Pines - La Jolla, CA",14,0,0,14,2020-01-25,"CUT","11",-0.4,-1.41,-2.87,-0.63,-4.91,-5.31,"-"
"Sepp Straka",401155421,"S. Straka",8961,22,0,19.4,5,"Waste Management Phoenix Open",2020,NA,0,0,22,24.4,0,0,"TPC Scottsdale - Scottsdale, AZ",28,0,0,28,2020-02-01,"CUT","2",-1.05,-0.03,0.71,-1.1,-0.42,-1.47,"-"
"Sepp Straka",401155423,"S. Straka",8961,23.5,0,20.5,10.6,"The Genesis Invitational",2020,NA,0,0,23.5,31.1,0,0,"Riviera - Pacific Palisades, CA",27,0,0,27,2020-02-15,"CUT","2",-0.19,0.06,0.2,-0.78,-0.52,-0.71,"-"
"Sepp Straka",401155426,"S. Straka",8961,57,0,47.6,5,"The Honda Classic",2020,27,3,2,60,54.6,0,1,"PGA National - Palm Beach Gardens, FL",58,0,0,58,2020-02-29,"T27","2",0.4,-0.09,-0.05,1.05,0.92,1.32,"27"
"Sepp Straka",401155427,"S. Straka",8961,20.5,0,13.5,10.6,"Arnold Palmer Invitational Pres. by Mastercard",2020,NA,0,0,20.5,24.1,0,0,"Bay Hill - Orlando, FL",21,0,0,21,2020-03-07,"CUT","6",-0.16,0.26,-1.39,-0.39,-1.52,-1.68,"-"
"Sepp Straka",401155459,"S. Straka",8961,30.5,3,26.2,5.9,"Charles Schwab Challenge",2020,NA,0,0,33.5,32.1,0,0,"Colonial - Ft. Worth, TX",33,4,0,37,2020-06-14,"CUT","-1",0.69,-0.9,-0.12,0.61,-0.4,0.28,"-"
"Sepp Straka",401155460,"S. Straka",8961,85,9,82.9,31.8,"Rocket Mortgage Classic",2020,8,9,8,103,122.7,0,1,"Detroit Golf Club - Detroit, MI",82,17,6,105,2020-07-05,"T8","-15",0.6,0.22,0.41,0.55,1.18,1.78,"8"
"Sepp Straka",401155461,"S. Straka",8961,45,0,30.6,10,"The Memorial Tournament pres. by Nationwide",2020,61,0,0,45,40.6,0,1,"Muirfield Village - Dublin, OH",45,0,0,45,2020-07-19,"61","11",1.48,-0.22,-1.64,-0.19,-2.05,-0.57,"61"
"Sepp Straka",401155466,"S. Straka",8961,26,0,23.1,5,"Travelers Championship",2020,NA,0,0,26,28.1,0,0,"TPC River Highlands - Cromwell, CT",28,0,0,28,2020-06-28,"CUT","1",-1.02,0.14,-1.06,0.15,-0.78,-1.79,"-"
"Sepp Straka",401155472,"S. Straka",8961,88.5,3,83.4,30.4,"3M Open",2020,18,5,4,96.5,117.8,0,1,"TPC Twin Cities - Blaine, MN",77,6,2,85,2020-07-26,"T18","-13",0.7,-1.48,1.27,1.31,1.1,1.8,"18"
"Sepp Straka",401155473,"S. Straka",8961,32,0,27.4,20.2,"Wyndham Championship",2020,NA,0,0,32,47.6,0,0,"Sedgefield - Greensboro, NC",28,3,0,31,2020-08-16,"CUT","E",0.3,-0.52,0.78,-1.55,-1.28,-0.98,"-"
"Sepp Straka",401155474,"S. Straka",8961,26.5,0,22.6,5,"The Northern Trust",2020,NA,0,0,26.5,27.6,0,0,"TPC Boston - Norton, MA",29,0,0,29,2020-08-23,"CUT","1",0.4,-1.11,-0.85,-0.51,-2.47,-2.07,"-"
"Sepp Straka",401219480,"S. Straka",8961,67,6,62.7,10.5,"Corales Puntacana Resort & Club Championship",2021,33,2,1,75,74.2,0,1,"Corales Puntacana GC - Punta Cana, Dominican Republic",74,7,0,81,2020-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sepp Straka",401219481,"S. Straka",8961,60.5,0,49.3,14.6,"PGA Championship",2020,66,0,0,60.5,63.9,1,1,"TPC Harding Park - San Francisco, CA",56,3,0,59,2020-08-09,"T66","3",0.05,-1.05,-0.05,0.83,-0.27,-0.22,"66"
"Sepp Straka",401219498,"S. Straka",8961,78.5,0,75.5,18.2,"RBC Heritage",2020,33,2,1,80.5,94.7,0,1,"Harbour Town - Hilton Head, SC",77,9,0,86,2020-06-21,"T33","-12",0,0.14,0.92,-0.12,0.94,0.94,"33"
"Sepp Straka",401219793,"S. Straka",8961,94,0,88.1,34,"Safeway Open",2021,14,6,5,100,127.1,0,1,"Silverado - Napa, CA",80,12,3,95,2020-09-13,"CUT","-1",-1.44,-0.03,1.15,0.25,1.38,-0.07,NA
"Sepp Straka",401219794,"S. Straka",8961,33.5,0,30.9,14,"Sanderson Farms Championship",2021,NA,0,0,33.5,44.9,0,0,"Country Club of Jackson - Jackson, MS",31,3,0,34,2020-10-04,"CUT","-2",-0.37,0.19,-0.66,1.11,0.64,0.27,NA
"Sepp Straka",401219795,"S. Straka",8961,81.5,3,77.7,25.3,"Shriners Hospital for Children Open",2021,43,1,0,85.5,103,0,1,"TPC Summerlin - Las Vegas, NV",75,13,0,88,2020-10-11,"T43","-12",-0.16,-0.62,0.82,0.45,0.66,0.49,NA
"Sepp Straka",401219799,"S. Straka",8961,68.5,0,65.2,39.8,"Bermuda Championship",2021,21,4,3,72.5,108,0,1,"Port Royal GC - Southampton Parish, Bermuda",69,6,1,76,2020-11-01,NA,NA,NA,NA,NA,NA,NA,NA,"21"
"Sepp Straka",401219800,"S. Straka",8961,77,5,70.8,23.8,"Houston Open",2021,5,14,14,96,108.6,0,1,"Memorial Park GC - Houston, TX",70,9,9,88,2020-11-08,"T5","-8",1.55,-0.12,1.82,-0.59,1.11,2.66,"5"
"Sepp Straka",401219801,"S. Straka",8961,78.5,6,71.8,22.2,"The RSM Classic",2021,44,1,0,85.5,94,0,1,"Sea Island - Sea Island, GA",72,6,0,78,2020-11-22,"T44","-8",-1.81,0.8,1.3,-1.34,0.76,-1.04,"44"
"Sepp Straka",401219802,"S. Straka",8961,68,0,60.8,29.8,"Mayakoba Golf Classic",2021,52,0,0,68,90.6,0,1,"El Camaleon - Playa del Carmen, Mexico",64,6,0,70,2020-12-06,NA,NA,NA,NA,NA,NA,NA,NA,"52"
"Sepp Straka",401223849,"S. Straka",8961,78,6,73.6,25.6,"Workday Charity Open",2020,14,6,5,90,104.2,0,1,"Muirfield Village - Dublin, OH",72,9,3,84,2020-07-12,"T14","-10",0.96,-0.18,1.12,0.24,1.18,2.13,"14"
"Sepp Straka",401242997,"S. Straka",8961,85.5,11,82.5,35.3,"Sony Open in Hawaii",2021,25,4,3,100.5,120.8,0,1,"Waialae CC - Honolulu, HI",NA,NA,NA,NA,2021-01-17,"T25","-14",0.27,0,1,-0.03,0.98,1.25,"25"
"Sepp Straka",401242998,"S. Straka",8961,68.5,6,60.4,15.1,"Farmers Insurance Open",2021,32,2,1,76.5,76.5,0,1,"Torrey Pines - La Jolla, CA",NA,NA,NA,NA,2021-01-31,"T32","-3",1.26,0.36,-0.91,0.7,0.16,1.41,"32"
"Sepp Straka",401242999,"S. Straka",8961,30.5,0,28.7,5.6,"Waste Management Phoenix Open",2021,NA,0,0,30.5,34.3,0,0,"TPC Scottsdale - Scottsdale, AZ",NA,NA,NA,NA,2021-02-07,"CUT","-2",0.02,-0.08,-0.53,0.34,-0.27,-0.25,"-"
"Sepp Straka",401243001,"S. Straka",8961,59,3,50.7,10.8,"The Genesis Invitational",2021,43,1,0,63,61.5,0,1,"Riviera - Pacific Palisades, CA",NA,NA,NA,NA,2021-02-21,"T43","1",0.37,-0.3,-0.16,0.19,-0.26,0.1,"43"
"Sepp Straka",401243004,"S. Straka",8961,23.5,0,15.7,15,"Arnold Palmer Invitational",2021,NA,0,0,23.5,30.7,0,0,"Bay Hill - Orlando, FL",NA,NA,NA,NA,2021-03-07,"CUT","7",-0.72,-2.08,1.14,-0.93,-1.86,-2.58,NA
"Sepp Straka",401243005,"S. Straka",8961,22.5,0,16.6,5,"The Players Championship",2021,NA,0,0,22.5,21.6,0,0,"TPC Sawgrass - Ponte Vedra Beach, FL",NA,NA,NA,NA,2021-03-14,"CUT","5",-1.51,-1.16,0.29,0.81,-0.07,-1.58,NA
"Sepp Straka",401243006,"S. Straka",8961,58,0,50.4,14.6,"The Honda Classic",2021,33,2,1,60,66,0,1,"PGA National - Palm Beach Gardens, FL",NA,NA,NA,NA,2021-03-21,"T33","E",-0.34,0.58,0.18,0.7,1.45,1.11,NA
"Sepp Straka",401243008,"S. Straka",8961,66.5,6,63.2,2.1,"Corales Puntacana Resort & Club Championship",2021,9,8,7,80.5,72.3,0,1,"Corales Puntacana GC - Punta Cana, Dominican Republic",NA,NA,NA,NA,2021-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sepp Straka",401243401,"S. Straka",8961,22,0,17,10,"The American Express",2021,NA,0,0,22,27,0,0,"La Quinta CC - La Quinta, CA",NA,NA,NA,NA,2021-01-24,"CUT","5",-3.25,1.8,-4.47,-0.07,-2.75,-6,"-"
"Sergio Garcia",401056515,"S. Garcia",158,66.5,3,59.8,16,"Genesis Open",2019,37,2,1,71.5,76.8,0,1,"Riviera - Pacific Palisades, CA",60,6,0,66,2019-02-14,"T37","-2",-0.48,-0.18,1.35,0.09,1.26,0.78,"37"
"Sergio Garcia",401056516,"S. Garcia",158,78,3,73.6,30.6,"WGC-Mexico Championship",2019,6,12,12,93,116.2,0,1,"Chapultepec - Mexico City, Mexico",72,9,8,89,2019-02-24,"T6","-10",0.77,-0.12,1.78,-0.07,1.59,2.36,"6"
"Sergio Garcia",401056520,"S. Garcia",158,58.5,3,54.7,6.5,"The Honda Classic",2019,9,8,7,69.5,68.2,0,1,"PGA National - Palm Beach Gardens, FL",69,4,5,78,2019-03-03,"T9","-4",-0.66,0.18,1.88,0.55,2.61,1.95,"9"
"Sergio Garcia",401056522,"S. Garcia",158,75.5,0,69.7,23.8,"The Players Championship",2019,22,4,3,79.5,96.5,0,1,"TPC Sawgrass - Ponte Vedra Beach, FL",71,9,1,81,2019-03-17,"T22","-8",0.9,-0.49,0.49,0.59,0.58,1.48,"22"
"Sergio Garcia",401056523,"S. Garcia",158,51,0,44.5,6.2,"Valspar Championship",2019,54,0,0,51,50.7,0,1,"Innisbrook - Palm Harbor, FL",61,0,0,61,2019-03-24,"T54","4",0.72,-0.64,-0.64,0.48,-0.81,-0.09,"54"
"Sergio Garcia",401056527,"S. Garcia",158,20.5,0,15.9,5,"Masters Tournament",2019,NA,0,0,20.5,20.9,1,0,"Augusta National - Augusta, GA",25,0,0,25,2019-04-14,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"Sergio Garcia",401056544,"S. Garcia",158,22,0,17,5,"The Northern Trust",2019,NA,0,0,22,22,0,0,"Liberty National - Jersey City, NJ",24,0,0,24,2019-08-11,"CUT","4",-0.94,-0.04,-1.88,-0.35,-2.27,-3.21,"-"
"Sergio Garcia",401056547,"S. Garcia",158,45.5,0,37.5,16.2,"The Open",2019,67,0,0,45.5,53.7,1,1,"Royal Portrush - Portrush, Northern Ireland",51,0,0,51,2019-07-21,NA,NA,NA,NA,NA,NA,NA,NA,"67"
"Sergio Garcia",401056550,"S. Garcia",158,82.5,3,75.6,31.8,"Wells Fargo Championship",2019,4,16,16,101.5,123.4,0,1,"Quail Hollow - Charlotte, NC",69,9,10,88,2019-05-05,"T4","-9",0.57,0.17,1.66,0.44,2.26,2.84,"4"
"Sergio Garcia",401056552,"S. Garcia",158,17.5,0,13.8,5,"PGA Championship",2019,NA,0,0,17.5,18.8,1,0,"Bethpage - Farmingdale, NY",23,0,0,23,2019-05-19,"CUT","5",-3.07,0.81,1.41,0.7,2.92,-0.15,"-"
"Sergio Garcia",401056555,"S. Garcia",158,26.5,3,22.6,1.2,"RBC Canadian Open",2019,NA,0,0,29.5,23.8,0,0,"Hamilton - Hamilton, Ontario, Canada",29,0,0,29,2019-06-09,"CUT","1",-0.44,-0.58,-0.48,0.48,-0.58,-1.02,"-"
"Sergio Garcia",401056556,"S. Garcia",158,67,0,56.8,35.4,"U.S. Open",2019,52,0,0,67,92.2,1,1,"Pebble Beach - Pebble Beach, CA",58,6,0,64,2019-06-16,"T52","4",-1.09,0.44,0.31,0.56,1.3,0.22,"52"
"Sergio Garcia",401056559,"S. Garcia",158,63.5,0,55.2,31.4,"WGC-FedEx St. Jude Classic",2019,40,2,1,65.5,87.6,0,1,"TPC Southwind, Memphis, TN",59,3,0,62,2019-07-28,"T40","-1",0.76,0.08,-1.36,0.27,-1.01,-0.25,"40"
"Sergio Garcia",401148238,"S. Garcia",158,59,0,52,21.8,"The CJ Cup @ Nine Bridges",2020,60,0,0,59,73.8,0,1,"Nine Bridges - Seoul, South Korea",58,0,0,58,2019-10-20,NA,NA,NA,NA,NA,NA,NA,NA,"60"
"Sergio Garcia",401148239,"S. Garcia",158,66,3,58.9,20.4,"The ZOZO Championship",2020,33,2,1,71,80.3,0,1,"Accordia Golf Narashino CC - Chiba, Japan",64,6,0,70,2019-10-27,NA,NA,NA,NA,NA,NA,NA,NA,"33"
"Sergio Garcia",401148241,"S. Garcia",158,56,0,47.4,25.2,"WGC-HSBC Champions",2020,53,0,0,56,72.6,0,1,"Sheshan International - Shanghai, China",56,3,0,59,2019-11-03,NA,NA,NA,NA,NA,NA,NA,NA,"53"
"Sergio Garcia",401155423,"S. Garcia",158,56.5,0,51.8,5.6,"The Genesis Invitational",2020,37,2,1,58.5,58.4,0,1,"Riviera - Pacific Palisades, CA",61,0,0,61,2020-02-15,"T37","-1",-0.99,0.25,0.32,0.91,1.48,0.49,"37"
"Sergio Garcia",401155424,"S. Garcia",158,62.5,3,56,20.7,"WGC-Mexico Championship",2020,37,2,1,67.5,77.7,0,1,"Chapultepec - Mexico City, Mexico",64,10,0,74,2020-02-22,"T37","-2",0.15,-0.49,-1.19,1.53,-0.15,0,"37"
"Sergio Garcia",401155459,"S. Garcia",158,27,0,24.5,0,"Charles Schwab Challenge",2020,NA,0,0,27,24.5,0,0,"Colonial - Ft. Worth, TX",34,0,0,34,2020-06-14,"CUT","-1",-1.89,1.05,-0.09,1.21,2.17,0.28,"-"
"Sergio Garcia",401155461,"S. Garcia",158,57.5,0,47.2,10.8,"The Memorial Tournament pres. by Nationwide",2020,32,2,1,59.5,59,0,1,"Muirfield Village - Dublin, OH",54,3,0,57,2020-07-19,"T32","4",-0.73,0.9,0.78,0.23,1.91,1.18,"32"
"Sergio Garcia",401155466,"S. Garcia",158,73,3,70.8,19.5,"Travelers Championship",2020,32,2,1,78,91.3,0,1,"TPC River Highlands - Cromwell, CT",74,10,0,84,2020-06-28,"T32","-10",-0.48,0.84,-0.26,0.98,1.55,1.07,"32"
"Sergio Garcia",401155467,"S. Garcia",158,63,6,58,17.6,"WGC-FedEx St. Jude Classic",2020,35,2,1,71,76.6,0,1,"TPC Southwind, Memphis, TN",65,3,0,68,2020-08-02,"T35","-3",-0.3,0.12,-0.49,0.98,0.61,0.3,"35"
"Sergio Garcia",401155473,"S. Garcia",158,63.5,3,57.5,20.8,"Wyndham Championship",2020,66,0,0,66.5,78.3,0,1,"Sedgefield - Greensboro, NC",67,3,0,70,2020-08-16,"T66","-4",-0.57,-0.45,0.09,0.59,0.23,-0.34,"66"
"Sergio Garcia",401219333,"S. Garcia",158,13,0,0.9,5,"U.S. Open",2021,NA,0,0,13,5.9,1,0,"Winged Foot GC - Mamaroneck, NY",8,0,0,8,2020-09-20,"CUT","15",-0.22,-0.73,-3.31,0.67,-3.37,-3.59,"-"
"Sergio Garcia",401219481,"S. Garcia",158,21.5,0,15.1,10,"PGA Championship",2020,NA,0,0,21.5,25.1,1,0,"TPC Harding Park - San Francisco, CA",19,0,0,19,2020-08-09,"CUT","6",-2.78,0.31,-0.47,1.16,1,-1.78,"-"
"Sergio Garcia",401219498,"S. Garcia",158,95.5,3,94.2,40.6,"RBC Heritage",2020,5,14,14,112.5,148.8,0,1,"Harbour Town - Hilton Head, SC",83,9,9,101,2020-06-21,"T5","-19",-0.77,0.61,2.47,0.39,3.47,2.69,"5"
"Sergio Garcia",401219793,"S. Garcia",158,31,0,29.3,0,"Safeway Open",2021,NA,0,0,31,29.3,0,0,"Silverado - Napa, CA",38,0,0,38,2020-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sergio Garcia",401219794,"S. Garcia",158,93.5,11,92.2,28.7,"Sanderson Farms Championship",2021,1,30,30,134.5,150.9,0,1,"Country Club of Jackson - Jackson, MS",87,16,15,118,2020-10-04,"1","-19",0.71,-0.11,1.75,1.37,3.01,3.72,NA
"Sergio Garcia",401219795,"S. Garcia",158,82.5,6,77.9,20.1,"Shriners Hospital for Children Open",2021,43,1,0,89.5,98,0,1,"TPC Summerlin - Las Vegas, NV",77,10,0,87,2020-10-11,"T43","-12",-0.51,-0.35,1.02,0.33,1,0.49,NA
"Sergio Garcia",401219796,"S. Garcia",158,67.5,0,62.3,15.2,"The CJ Cup @ Shadow Creek",2021,21,4,3,71.5,80.5,0,1,"Shadow Creek GC - Las Vegas, NV",71,3,1,75,2020-10-18,"T21","-6",0.34,0.34,-0.38,0.54,0.49,0.83,"21"
"Sergio Garcia",401219800,"S. Garcia",158,21.5,0,15,15,"Houston Open",2021,NA,0,0,21.5,30,0,0,"Memorial Park GC - Houston, TX",23,0,0,23,2020-11-08,"CUT","5",-0.53,-0.18,-1.66,1.68,-0.16,-0.69,"-"
"Sergio Garcia",401242996,"S. Garcia",158,100,0,94.8,26.2,"Sentry Tournament of Champions",2021,11,6,5,106,126,0,1,"Kapalua Resort, Kapalua, Maui, HI",84,9,3,96,2021-01-10,"T11","-18",-1.18,1.15,-0.16,1.01,2,0.82,"11"
"Sergio Garcia",401242997,"S. Garcia",158,75.5,6,70.9,19.8,"Sony Open in Hawaii",2021,47,1,0,82.5,90.7,0,1,"Waialae CC - Honolulu, HI",NA,NA,NA,NA,2021-01-17,"T47","-10",-0.18,0.8,-1.24,0.88,0.43,0.25,"47"
"Sergio Garcia",401243001,"S. Garcia",158,29,0,23.9,1.2,"The Genesis Invitational",2021,NA,0,0,29,25.1,0,0,"Riviera - Pacific Palisades, CA",NA,NA,NA,NA,2021-02-21,"CUT","1",-1.82,-0.01,0.74,0.65,1.38,-0.44,"-"
"Sergio Garcia",401243002,"S. Garcia",158,70.5,0,63.4,29.2,"WGC-Workday Championship",2021,32,2,1,72.5,93.6,0,1,"The Concession Golf Club - Bradenton, FL",NA,NA,NA,NA,2021-02-28,"T32","-4",-1.64,-0.33,1.67,0.92,2.26,0.62,NA
