"player","tournament id","Player_initial_last","player id","DK_Hole_FP","DK_Streak_Bonus_FP","FD_Hole_FP","FD_Streak_Bonus_FP","tournament name","season","final position","DK_Finish_FP","FD_Finish_FP","DK_Total_FP","FD_Total_FP","major","made_cut","course","SD_Hole_FP","SD_Streak_Bonus_FP","SD_Finish_FP","SD_Total_FP","date","Finish","Score","sg_putt","sg_arg","sg_app","sg_ott","sg_t2g","sg_total","place"
"Adam Schenk",401243003,"A. Schenk",10372,73.5,3,69,6.4,"Puerto Rico Open",2021,27,3,2,79.5,77.4,0,1,"Grand Reserve Country Club - Rio Grande, Puerto Rico",NA,NA,NA,NA,2021-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adam Schenk",401243005,"A. Schenk",10372,29,0,25.2,5,"The Players Championship",2021,NA,0,0,29,30.2,0,0,"TPC Sawgrass - Ponte Vedra Beach, FL",NA,NA,NA,NA,2021-03-14,"CUT","1",-0.29,0.34,1.05,-0.68,0.71,0.42,NA
"Adam Schenk",401243006,"A. Schenk",10372,60.5,0,50.6,29.8,"The Honda Classic",2021,36,2,1,62.5,81.4,0,1,"PGA National - Palm Beach Gardens, FL",NA,NA,NA,NA,2021-03-21,"T36","1",-0.12,-0.69,1.43,0.25,0.99,0.86,NA
"Adam Schenk",401243008,"A. Schenk",10372,49.5,0,43.6,9.6,"Corales Puntacana Resort & Club Championship",2021,56,0,0,49.5,53.2,0,1,"Corales Puntacana GC - Punta Cana, Dominican Republic",NA,NA,NA,NA,2021-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adam Schenk",401243401,"A. Schenk",10372,68,3,65.5,6.1,"The American Express",2021,37,2,1,73,72.6,0,1,"La Quinta CC - La Quinta, CA",NA,NA,NA,NA,2021-01-24,"T37","-9",-0.68,0.23,0.5,0.32,1.05,0.38,"37"
"Adam Scott",401056501,"A. Scott",388,83,3,76.2,15.1,"The CJ Cup @ Nine Bridges",2019,10,7,6,93,97.3,0,1,"Nine Bridges - Seoul, South Korea",74,10,4,88,2018-10-21,NA,NA,NA,NA,NA,NA,NA,NA,"10"
"Adam Scott",401056502,"A. Scott",388,65,0,56.3,40.8,"WGC-HSBC Champions",2019,18,5,4,70,101.1,0,1,"Sheshan International - Shanghai, China",58,3,2,63,2018-10-28,NA,NA,NA,NA,NA,NA,NA,NA,"18"
"Adam Scott",401056510,"A. Scott",388,25.5,0,16.3,6.2,"Sony Open in Hawaii",2019,NA,0,0,25.5,22.5,0,0,"Waialae CC - Honolulu, HI",NA,NA,NA,NA,2019-01-13,"CUT","7",0.09,-1.76,-1.7,-0.86,-4.32,-4.23,"-"
"Adam Scott",401056512,"A. Scott",388,99,6,95.7,35.8,"Farmers Insurance Open",2019,2,20,20,125,151.5,0,1,"Torrey Pines - La Jolla, CA",86,12,13,111,2019-02-27,"2","-19",1.2,-0.07,2.48,0.25,2.66,3.86,"2"
"Adam Scott",401056514,"A. Scott",388,26.5,0,25,5.6,"AT&T Pebble Beach Pro-Am",2019,NA,0,0,26.5,30.6,0,0,"Spyglass Hill - Pebble Beach, CA",33,0,0,33,2019-02-11,"MDF","-2",0.37,-0.8,1.5,1.14,1.84,2.21,"-"
"Adam Scott",401056515,"A. Scott",388,72.5,3,68.9,19.1,"Genesis Open",2019,7,10,10,85.5,98,0,1,"Riviera - Pacific Palisades, CA",69,13,7,89,2019-02-14,"T7","-8",0.97,0.67,0.14,0.5,1.31,2.28,"7"
"Adam Scott",401056520,"A. Scott",388,24.5,0,19.6,5,"The Honda Classic",2019,NA,0,0,24.5,24.6,0,0,"PGA National - Palm Beach Gardens, FL",25,0,0,25,2019-03-03,"CUT","3",0.14,-0.88,-0.05,0.48,-0.46,-0.32,"-"
"Adam Scott",401056522,"A. Scott",388,75.5,0,73.4,18.2,"The Players Championship",2019,12,6,5,81.5,96.6,0,1,"TPC Sawgrass - Ponte Vedra Beach, FL",75,9,3,87,2019-03-17,"T12","-11",0.65,0.9,0.02,0.66,1.58,2.23,"12"
"Adam Scott",401056527,"A. Scott",388,69,0,63.4,11.4,"Masters Tournament",2019,18,5,4,74,78.8,1,1,"Augusta National - Augusta, GA",70,3,2,75,2019-04-14,NA,NA,NA,NA,NA,NA,NA,NA,"18"
"Adam Scott",401056542,"A. Scott",388,71,0,62.9,33.2,"Tour Championship",2019,6,12,12,83,108.1,0,1,"East Lake - Atlanta, GA",66,9,8,83,2019-08-25,"6","-5",0.6,-0.18,1.21,-0.36,0.68,1.28,"6"
"Adam Scott",401056543,"A. Scott",388,79.5,3,78.1,20.7,"BMW Championship",2019,9,8,7,90.5,105.8,0,1,"Medinah - Medinah, IL",83,10,5,98,2019-08-18,"T9","-14",0.54,0.03,0.77,0.09,0.88,1.43,"9"
"Adam Scott",401056544,"A. Scott",388,88,8,82.7,40.8,"The Northern Trust",2019,5,14,14,110,137.5,0,1,"Liberty National - Jersey City, NJ",76,12,9,97,2019-08-11,"5","-13",0.43,1.06,0.66,0.44,2.17,2.59,"5"
"Adam Scott",401056547,"A. Scott",388,16.5,0,7.4,10.6,"The Open",2019,NA,0,0,16.5,18,1,0,"Royal Portrush - Portrush, Northern Ireland",17,0,0,17,2019-07-21,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"Adam Scott",401056552,"A. Scott",388,55,3,48.3,15.8,"PGA Championship",2019,8,9,8,67,72.1,1,1,"Bethpage - Farmingdale, NY",58,3,6,67,2019-05-19,"T8","1",0.19,1.79,-0.29,0.69,2.19,2.38,"8"
"Adam Scott",401056554,"A. Scott",388,87.5,9,86.8,16.2,"The Memorial Tournament pres. by Nationwide",2019,2,20,20,116.5,123,0,1,"Muirfield Village - Dublin, OH",83,9,13,105,2019-06-02,"2","-17",0.28,0.43,2.96,0.64,4.02,4.31,"2"
"Adam Scott",401056556,"A. Scott",388,82,0,76,35,"U.S. Open",2019,7,10,10,92,121,1,1,"Pebble Beach - Pebble Beach, CA",72,9,7,88,2019-06-16,"T7","-6",-0.01,1.2,1.3,0.24,2.73,2.72,"7"
"Adam Scott",401056559,"A. Scott",388,62,0,54.1,9.6,"WGC-FedEx St. Jude Classic",2019,40,2,1,64,64.7,0,1,"TPC Southwind, Memphis, TN",60,3,0,63,2019-07-28,"T40","-1",-0.92,-0.45,1.17,-0.05,0.67,-0.25,"40"
"Adam Scott",401148235,"A. Scott",388,82.5,3,74.2,25.1,"Safeway Open",2020,17,5,4,90.5,103.3,0,1,"Silverado - Napa, CA",73,10,2,85,2019-09-29,"T17","-9",0.44,0.92,1.22,-1.19,0.95,1.39,"17"
"Adam Scott",401148236,"A. Scott",388,84.5,9,80.9,22.1,"Shriners Hospital for Children Open",2020,42,1,0,94.5,103,0,1,"TPC Summerlin - Las Vegas, NV",80,13,0,93,2019-10-06,"T42","-12",1.23,0.48,-0.51,-0.43,-0.46,0.77,"42"
"Adam Scott",401148239,"A. Scott",388,67,0,59.1,10.2,"The ZOZO Championship",2020,33,2,1,69,70.3,0,1,"Accordia Golf Narashino CC - Chiba, Japan",66,3,0,69,2019-10-27,NA,NA,NA,NA,NA,NA,NA,NA,"33"
"Adam Scott",401148241,"A. Scott",388,77.5,9,74,17.8,"WGC-HSBC Champions",2020,11,6,5,92.5,96.8,0,1,"Sheshan International - Shanghai, China",75,6,3,84,2019-11-03,NA,NA,NA,NA,NA,NA,NA,NA,"11"
"Adam Scott",401155423,"A. Scott",388,79,6,75.1,29.7,"The Genesis Invitational",2020,1,30,30,115,134.8,0,1,"Riviera - Pacific Palisades, CA",74,13,15,102,2020-02-15,"1","-11",0.4,0.57,1.56,0.46,2.59,2.99,"1"
"Adam Scott",401155424,"A. Scott",388,67,0,60.4,11.4,"WGC-Mexico Championship",2020,26,3,2,70,73.8,0,1,"Chapultepec - Mexico City, Mexico",66,3,0,69,2020-02-22,"T26","-4",-0.43,0.19,-0.15,0.9,0.94,0.5,"26"
"Adam Scott",401155427,"A. Scott",388,24,0,17.6,10,"Arnold Palmer Invitational Pres. by Mastercard",2020,NA,0,0,24,27.6,0,0,"Bay Hill - Orlando, FL",23,0,0,23,2020-03-07,"CUT","5",-1.21,0.82,-1.08,0.28,0.02,-1.18,"-"
"Adam Scott",401155474,"A. Scott",388,71.5,3,66.1,24.8,"The Northern Trust",2020,58,0,0,74.5,90.9,0,1,"TPC Boston - Norton, MA",67,6,0,73,2020-08-23,"T58","-6",-0.47,-0.38,0.54,0.2,0.35,-0.12,"58"
"Adam Scott",401155475,"A. Scott",388,42.5,0,35.3,1.8,"BMW Championship",2020,25,4,3,46.5,40.1,0,1,"Olympia Fields Country Club - Olympia Fields, IL",53,0,1,54,2020-08-30,"T25","6",0.33,0.56,0.08,-0.64,-0.01,0.32,"25"
"Adam Scott",401219333,"A. Scott",388,44,0,29.4,41.2,"U.S. Open",2021,38,2,1,46,71.6,1,1,"Winged Foot GC - Mamaroneck, NY",32,0,0,32,2020-09-20,"T38","14",0.78,-0.27,-0.29,0.35,-0.21,0.57,"38"
"Adam Scott",401219478,"A. Scott",388,62.5,0,56.1,15.8,"Masters Tournament",2021,34,2,1,64.5,72.9,1,1,"Augusta National - Augusta, GA",61,3,0,64,2020-11-15,NA,NA,NA,NA,NA,NA,NA,NA,"34"
"Adam Scott",401219481,"A. Scott",388,58,0,55.2,19.6,"PGA Championship",2020,22,4,3,62,77.8,1,1,"TPC Harding Park - San Francisco, CA",68,3,1,72,2020-08-09,"T22","-4",1.12,0.46,-0.21,0.16,0.41,1.53,"22"
"Adam Scott",401219800,"A. Scott",388,68,3,55.9,30,"Houston Open",2021,32,2,1,73,86.9,0,1,"Memorial Park GC - Houston, TX",60,9,0,69,2020-11-08,"T32","-1",0.46,-0.05,0.98,-0.48,0.45,0.91,"32"
"Adam Scott",401242996,"A. Scott",388,81.5,9,80,20.6,"Sentry Tournament of Champions",2021,21,4,3,94.5,103.6,0,1,"Kapalua Resort, Kapalua, Maui, HI",83,17,1,101,2021-01-10,"T21","-15",-0.78,-1.03,1.7,0.18,0.85,0.07,"21"
"Adam Scott",401242997,"A. Scott",388,79.5,3,75.8,19.5,"Sony Open in Hawaii",2021,41,1,0,83.5,95.3,0,1,"Waialae CC - Honolulu, HI",NA,NA,NA,NA,2021-01-17,"T41","-11",0.01,-0.22,-0.57,1.28,0.49,0.5,"41"
"Adam Scott",401242998,"A. Scott",388,85.5,0,75.2,30.6,"Farmers Insurance Open",2021,10,7,6,92.5,111.8,0,1,"Torrey Pines - La Jolla, CA",NA,NA,NA,NA,2021-01-31,"T10","-7",1.03,0.75,0.4,-0.1,1.05,2.08,"10"
"Adam Scott",401243001,"A. Scott",388,58,0,50.4,13.6,"The Genesis Invitational",2021,38,2,1,60,65,0,1,"Riviera - Pacific Palisades, CA",NA,NA,NA,NA,2021-02-21,"T38","E",1.03,0.15,-0.88,0.05,-0.67,0.35,"38"
"Adam Scott",401243002,"A. Scott",388,63.5,3,49.1,30.4,"WGC-Workday Championship",2021,54,0,0,66.5,79.5,0,1,"The Concession Golf Club - Bradenton, FL",NA,NA,NA,NA,2021-02-28,"T54","5",0.7,-0.52,-0.52,-1.3,-2.33,-1.63,NA
"Adam Scott",401243005,"A. Scott",388,64,0,54.7,34.8,"The Players Championship",2021,48,1,0,65,89.5,0,1,"TPC Sawgrass - Ponte Vedra Beach, FL",NA,NA,NA,NA,2021-03-14,"T48","-1",0.51,0.76,0.4,-1.29,-0.14,0.38,NA
"Adam Scott",401243006,"A. Scott",388,69,6,61,32.3,"The Honda Classic",2021,13,6,5,81,98.3,0,1,"PGA National - Palm Beach Gardens, FL",NA,NA,NA,NA,2021-03-21,"T13","-4",-0.52,0.18,1.79,0.66,2.63,2.11,NA
"Adam Svensson",401056252,"A. Svensson",9127,77,0,67.1,34.8,"Safeway Open",2019,41,1,0,78,101.9,0,1,"Silverado - Napa, CA",66,6,0,72,2018-10-07,"T41","-5",-0.54,0,2.04,-0.89,1.15,0.61,"41"
"Adam Svensson",401056503,"A. Svensson",9127,64.5,0,61.5,10.8,"Sanderson Farms Championship",2019,39,2,1,66.5,73.3,0,1,"Country Club of Jackson - Jackson, MS",69,3,0,72,2018-10-28,"T39","-6",-0.32,0.78,0.19,-0.09,0.87,0.55,"39"
"Adam Svensson",401056504,"A. Svensson",9127,29.5,0,27.2,5.6,"Shriners Hospital for Children Open",2019,NA,0,0,29.5,32.8,0,0,"TPC Summerlin - Las Vegas, NV",31,0,0,31,2018-11-04,"CUT","-1",0.39,0.6,-0.8,-0.95,-1.15,-0.76,"-"
"Adam Svensson",401056505,"A. Svensson",9127,34.5,0,31,1.2,"Mayakoba Golf Classic",2019,NA,0,0,34.5,32.2,0,0,"El Camaleon - Playa del Carmen, Mexico",37,0,0,37,2018-11-11,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"Adam Svensson",401056506,"A. Svensson",9127,28,0,22.5,14,"The RSM Classic",2019,NA,0,0,28,36.5,0,0,"Sea Island - Sea Island, GA",24,3,0,27,2018-11-18,"CUT","3",-1.54,-1.06,0.03,-0.28,-1.31,-2.86,"-"
"Adam Svensson",401056510,"A. Svensson",9127,82,9,72.3,28.7,"Sony Open in Hawaii",2019,43,1,0,92,101,0,1,"Waialae CC - Honolulu, HI",NA,NA,NA,NA,2019-01-13,"T43","-7",0.06,-0.82,0.64,0.63,0.45,0.51,"43"
"Adam Svensson",401056511,"A. Svensson",9127,91,8,87.2,28.7,"Desert Classic",2019,18,5,4,104,119.9,0,1,"La Quinta CC - La Quinta, CA",82,16,2,100,2019-01-20,"T18","-16",-0.07,0.37,0.44,0.23,1.04,0.97,"18"
"Adam Svensson",401056512,"A. Svensson",9127,65.5,3,63,9.5,"Farmers Insurance Open",2019,35,2,1,70.5,73.5,0,1,"Torrey Pines - La Jolla, CA",71,10,0,81,2019-02-27,"T35","-7",0.47,0.88,0.01,0.07,0.96,1.43,"35"
"Adam Svensson",401056514,"A. Svensson",9127,39,3,33.5,12.4,"AT&T Pebble Beach Pro-Am",2019,NA,0,0,42,45.9,0,0,"Spyglass Hill - Pebble Beach, CA",38,0,0,38,2019-02-11,"CUT","3",-0.47,-0.37,0.34,0.46,0.43,-0.04,"-"
"Adam Svensson",401056517,"A. Svensson",9127,16.5,0,7.4,5,"Puerto Rico Open",2019,NA,0,0,16.5,12.4,0,0,"Coco Beach - Rio Grande, Puero Rico",17,0,0,17,2019-02-24,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"Adam Svensson",401056520,"A. Svensson",9127,58.5,0,47.6,10.2,"The Honda Classic",2019,59,0,0,58.5,57.8,0,1,"PGA National - Palm Beach Gardens, FL",53,3,0,56,2019-03-03,"T59","3",-0.45,0.59,0.46,-0.4,0.65,0.2,"59"
"Adam Svensson",401056523,"A. Svensson",9127,12.5,0,8.6,0,"Valspar Championship",2019,NA,0,0,12.5,8.6,0,0,"Innisbrook - Palm Harbor, FL",21,0,0,21,2019-03-24,"CUT","7",-1.53,0.07,-1.26,0.34,-0.84,-2.38,"-"
"Adam Svensson",401056525,"A. Svensson",9127,29.5,0,24.8,1.2,"Corales Puntacana Resort & Club Championship",2019,NA,0,0,29.5,26,0,0,"Corales Puntacana GC - Punta Cana, Dominican Republic",27,0,0,27,2019-03-31,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"Adam Svensson",401056526,"A. Svensson",9127,64,0,59.5,10,"Valero Texas Open",2019,42,1,0,65,69.5,0,1,"TPC San Antonio - San Antonio, TX",68,0,0,68,2019-04-07,"T42","-5",-0.48,0.73,0.08,0.06,0.86,0.38,"42"
"Adam Svensson",401056545,"A. Svensson",9127,76.5,6,74.9,13.5,"Wyndham Championship",2019,31,2,1,84.5,89.4,0,1,"Sedgefield - Greensboro, NC",77,7,0,84,2019-08-04,"T31","-12",-0.64,-0.37,1.41,0.75,1.79,1.15,"31"
"Adam Svensson",401056546,"A. Svensson",9127,34,0,31.5,5.6,"Barbasol Championship",2019,NA,0,0,34,37.1,0,0,"Keene Trace - Nicholasville, KY",36,0,0,36,2019-07-21,"CUT","-3",-1.35,-0.28,-0.28,1.24,0.68,-0.67,"-"
"Adam Svensson",401056548,"A. Svensson",9127,82,6,78.3,25.3,"John Deere Classic",2019,18,5,4,93,107.6,0,1,"TPC Deere Run - Silvis, IL",80,13,2,95,2019-07-14,"T18","-13",-0.01,0.51,0.75,0.35,1.62,1.61,"18"
"Adam Svensson",401056549,"A. Svensson",9127,24,0,22.4,5,"Travelers Championship",2019,NA,0,0,24,27.4,0,0,"TPC River Highlands - Cromwell, CT",32,0,0,32,2019-06-23,"CUT","E",-0.26,-0.55,-0.38,0.66,-0.26,-0.52,"-"
"Adam Svensson",401056550,"A. Svensson",9127,25,0,21.6,10,"Wells Fargo Championship",2019,NA,0,0,25,31.6,0,0,"Quail Hollow - Charlotte, NC",26,0,0,26,2019-05-05,"CUT","2",-0.22,-0.32,-0.31,0.95,0.31,0.09,"-"
"Adam Svensson",401056551,"A. Svensson",9127,31.5,0,26.5,5.6,"AT&T Byron Nelson",2019,NA,0,0,31.5,32.1,0,0,"Trinity Forest - Dallas, TX",31,0,0,31,2019-05-12,"CUT","E",-1.16,0.72,-0.41,0.21,0.52,-0.64,"-"
"Adam Svensson",401056555,"A. Svensson",9127,32.5,3,29.4,20.2,"RBC Canadian Open",2019,NA,0,0,35.5,49.6,0,0,"Hamilton - Hamilton, Ontario, Canada",29,3,0,32,2019-06-09,"CUT","-1",-2.6,0.33,1.96,0.3,2.58,-0.02,"-"
"Adam Svensson",401056557,"A. Svensson",9127,34,3,32.8,6.8,"Rocket Mortgage Classic",2019,NA,0,0,37,39.6,0,0,"Detroit Golf Club - Detroit, MI",36,0,0,36,2019-06-30,"CUT","-4",-2.1,0.23,1.84,0.19,2.26,0.16,"-"
"Adam Svensson",401056558,"A. Svensson",9127,86,9,82,32.1,"3M Open",2019,15,6,5,101,119.1,0,1,"TPC Twin Cities - Blaine, MN",80,13,3,96,2019-07-07,"T15","-14",-1.28,1.24,0.95,0.85,3.03,1.75,"15"
"Adam Svensson",401148234,"A. Svensson",9127,32.5,0,29.3,15.2,"Sanderson Farms Championship",2020,NA,0,0,32.5,44.5,0,0,"Country Club of Jackson - Jackson, MS",33,3,0,36,2019-09-22,"CUT","-2",0.45,-0.52,0.63,-0.5,-0.39,0.07,"-"
"Akshay Bhatia",401056523,"A. Bhatia",4419142,25.5,0,18.7,5.6,"Valspar Championship",2019,NA,0,0,25.5,24.3,0,0,"Innisbrook - Palm Harbor, FL",23,0,0,23,2019-03-24,"CUT","4",0.69,-1.04,-0.42,-0.11,-1.57,-0.88,"-"
"Akshay Bhatia",401148234,"A. Bhatia",4419142,25.5,0,23.5,5,"Sanderson Farms Championship",2020,NA,0,0,25.5,28.5,0,0,"Country Club of Jackson - Jackson, MS",31,0,0,31,2019-09-22,"CUT","E",0.94,-1.32,-0.95,0.4,-1.87,-0.93,"-"
"Akshay Bhatia",401148235,"A. Bhatia",4419142,24.5,0,19.6,0.6,"Safeway Open",2020,NA,0,0,24.5,20.2,0,0,"Silverado - Napa, CA",25,0,0,25,2019-09-29,"CUT","3",0.98,-1.65,0.01,-1.4,-3.04,-2.07,"-"
"Akshay Bhatia",401148236,"A. Bhatia",4419142,32.5,0,26.9,10.2,"Shriners Hospital for Children Open",2020,NA,0,0,32.5,37.1,0,0,"TPC Summerlin - Las Vegas, NV",29,3,0,32,2019-10-06,"CUT","E",-1.52,-0.17,-0.6,0.35,-0.43,-1.95,"-"
"Akshay Bhatia",401148243,"A. Bhatia",4419142,31.5,0,26.5,0.6,"The RSM Classic",2020,NA,0,0,31.5,27.1,0,0,"Sea Island - Sea Island, GA",31,0,0,31,2019-11-24,"CUT","E",-5.31,0.34,2.26,-0.57,2.02,-3.29,"-"
"Akshay Bhatia",401155419,"A. Bhatia",4419142,52.5,3,47.8,5.8,"The American Express",2020,NA,0,0,55.5,53.6,0,0,"La Quinta CC - La Quinta, CA",53,3,0,56,2020-01-18,"CUT","-5",-2.29,-0.09,2.12,-0.08,1.95,-0.35,"-"
"Akshay Bhatia",401155473,"A. Bhatia",4419142,34.5,3,27.6,25.4,"Wyndham Championship",2020,NA,0,0,37.5,53,0,0,"Sedgefield - Greensboro, NC",25,6,0,31,2020-08-16,"CUT","1",-1.41,0.23,-0.34,0.03,-0.08,-1.48,"-"
"Akshay Bhatia",401219480,"A. Bhatia",4419142,30.5,3,28.7,11.2,"Corales Puntacana Resort & Club Championship",2021,NA,0,0,33.5,39.9,0,0,"Corales Puntacana GC - Punta Cana, Dominican Republic",33,0,0,33,2020-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Akshay Bhatia",401219793,"A. Bhatia",4419142,89,3,86.6,29.4,"Safeway Open",2021,9,8,7,100,123,0,1,"Silverado - Napa, CA",82,9,5,96,2020-09-13,"CUT","3",0.98,-1.65,0.01,-1.4,-3.04,-2.07,NA
"Akshay Bhatia",401219802,"A. Bhatia",4419142,65,3,58.6,5.8,"Mayakoba Golf Classic",2021,52,0,0,68,64.4,0,1,"El Camaleon - Playa del Carmen, Mexico",66,3,0,69,2020-12-06,NA,NA,NA,NA,NA,NA,NA,NA,"52"
"Akshay Bhatia",401243000,"A. Bhatia",4419142,68,6,63.2,11.7,"AT&T Pebble Beach Pro-Am",2021,30,3,2,77,76.9,0,1,"Pebble Beach - Pebble Beach, CA",NA,NA,NA,NA,2021-02-14,"T30","-6",0.96,1.3,-0.22,-0.87,0.21,1.18,"30"
"Akshay Bhatia",401243401,"A. Bhatia",4419142,30.5,0,28.7,0.6,"The American Express",2021,NA,0,0,30.5,29.3,0,0,"La Quinta CC - La Quinta, CA",NA,NA,NA,NA,2021-01-24,"CUT","-2",-2.17,-0.5,1.69,0.03,1.23,-0.95,"-"
"Alex Beach",401056552,"A. Beach",11219,11,0,2.8,0,"PGA Championship",2019,NA,0,0,11,2.8,1,0,"Bethpage - Farmingdale, NY",10,0,0,10,2019-05-19,"CUT","12",-2.24,-0.72,0.26,-0.95,-1.41,-3.65,"-"
"Alex Beach",401155418,"A. Beach",11219,18.5,0,5.6,15,"Sony Open in Hawaii",2020,NA,0,0,18.5,20.6,0,0,"Waialae CC - Honolulu, HI",NA,NA,NA,NA,2020-01-12,"CUT","11",-1.16,-0.87,-2.51,0.17,-3.22,-4.37,"-"
"Alex Beach",401155420,"A. Beach",11219,16.5,0,12.3,0.6,"Farmers Insurance Open",2020,NA,0,0,16.5,12.9,0,0,"Torrey Pines - La Jolla, CA",21,0,0,21,2020-01-25,"CUT","6",-2.78,-0.16,0.93,0.92,1.68,-1.1,"-"
"Alex Beach",401155425,"A. Beach",11219,19.5,0,9.6,5,"Puerto Rico Open",2020,NA,0,0,19.5,14.6,0,0,"Grand Reserve Country Club - Rio Grande, Puerto Rico",15,0,0,15,2020-02-22,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"Alex Beach",401219481,"A. Beach",11219,23.5,0,18.1,5.6,"PGA Championship",2020,NA,0,0,23.5,23.7,1,0,"TPC Harding Park - San Francisco, CA",23,0,0,23,2020-08-09,"CUT","4",0.91,1.21,-1.44,-1.46,-1.69,-0.78,"-"
"Alex Beach",401243008,"A. Beach",11219,20,0,11.6,10.6,"Corales Puntacana Resort & Club Championship",2021,NA,0,0,20,22.2,0,0,"Corales Puntacana GC - Punta Cana, Dominican Republic",NA,NA,NA,NA,2021-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alex Cejka",401056503,"A. Cejka",512,62.5,8,57.2,12,"Sanderson Farms Championship",2019,54,0,0,70.5,69.2,0,1,"Country Club of Jackson - Jackson, MS",65,3,0,68,2018-10-28,"T54","-3",-0.03,-0.49,0.4,-0.08,-0.16,-0.2,"54"
"Alex Cejka",401056504,"A. Cejka",512,36,3,28.6,16.4,"Shriners Hospital for Children Open",2019,NA,0,0,39,45,0,0,"TPC Summerlin - Las Vegas, NV",27,3,0,30,2018-11-04,"CUT","1",0.64,-1.55,-0.76,-0.1,-2.4,-1.76,"-"
"Alex Cejka",401056505,"A. Cejka",512,33.5,0,30.8,14.6,"Mayakoba Golf Classic",2019,NA,0,0,33.5,45.4,0,0,"El Camaleon - Playa del Carmen, Mexico",35,3,0,38,2018-11-11,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"Alex Cejka",401056506,"A. Cejka",512,33.5,0,28.4,19.6,"The RSM Classic",2019,NA,0,0,33.5,48,0,0,"Sea Island - Sea Island, GA",30,3,0,33,2018-11-18,"CUT","E",0.39,2.02,0.64,-1.15,1.5,1.88,"-"
"Alex Cejka",401056511,"A. Cejka",512,77.5,9,76.4,25.9,"Desert Classic",2019,40,2,1,88.5,103.3,0,1,"La Quinta CC - La Quinta, CA",79,13,0,92,2019-01-20,"T40","-13",0.89,-0.77,-0.57,0.03,-1.31,-0.43,"40"
"Alex Cejka",401056512,"A. Cejka",512,26,0,23.1,5,"Farmers Insurance Open",2019,NA,0,0,26,28.1,0,0,"Torrey Pines - La Jolla, CA",28,0,0,28,2019-02-27,"CUT","1",-1.85,0.23,0.07,0.18,0.48,-1.37,"-"
"Alex Cejka",401056513,"A. Cejka",512,25,0,20.3,5,"Waste Management Phoenix Open",2019,NA,0,0,25,25.3,0,0,"TPC Scottsdale - Scottsdale, AZ",26,0,0,26,2019-02-03,"CUT","3",-1.88,-0.33,-0.51,0.73,-0.12,-2,"-"
"Alex Cejka",401056514,"A. Cejka",512,37,3,30.5,11.8,"AT&T Pebble Beach Pro-Am",2019,NA,0,0,40,42.3,0,0,"Spyglass Hill - Pebble Beach, CA",34,0,0,34,2019-02-11,"CUT","5",-2.61,-0.87,-1.84,0.73,-1.99,-4.6,"-"
"Alex Cejka",401056515,"A. Cejka",512,58.5,0,50,14.6,"Genesis Open",2019,51,0,0,58.5,64.6,0,1,"Riviera - Pacific Palisades, CA",57,3,0,60,2019-02-14,"T51","1",-0.02,-0.57,0.2,0.42,0.04,0.03,"51"
"Alex Cejka",401056522,"A. Cejka",512,26.5,0,22.7,10.2,"The Players Championship",2019,NA,0,0,26.5,32.9,0,0,"TPC Sawgrass - Ponte Vedra Beach, FL",25,3,0,28,2019-03-17,"CUT","2",0.84,-0.1,-1.37,-0.79,-2.26,-1.42,"-"
"Alex Cejka",401056523,"A. Cejka",512,41.5,0,36.2,0.6,"Valspar Championship",2019,60,0,0,41.5,36.8,0,1,"Innisbrook - Palm Harbor, FL",55,0,0,55,2019-03-24,"T60","5",-1.8,0.45,1.44,-0.42,1.46,-0.34,"60"
"Alex Cejka",401056525,"A. Cejka",512,17,0,11.9,5,"Corales Puntacana Resort & Club Championship",2019,NA,0,0,17,16.9,0,0,"Corales Puntacana GC - Punta Cana, Dominican Republic",18,0,0,18,2019-03-31,NA,NA,NA,NA,NA,NA,NA,NA,"-"
"Alex Cejka",401056528,"A. Cejka",512,12,0,6.6,0,"RBC Heritage",2019,NA,0,0,12,6.6,0,0,"Harbour Town - Hilton Head, SC",20,0,0,20,2019-04-21,"CUT","8",-1.73,-1.46,-1.12,0.37,-2.2,-3.93,"-"
"Alex Cejka",401056545,"A. Cejka",512,63,5,60.3,15,"Wyndham Championship",2019,60,0,0,68,75.3,0,1,"Sedgefield - Greensboro, NC",74,0,0,74,2019-08-04,"T60","-7",0.81,-0.08,-0.87,0.05,-0.91,-0.1,"60"
"Alex Cejka",401056548,"A. Cejka",512,26.5,3,25,10.3,"John Deere Classic",2019,NA,0,0,29.5,35.3,0,0,"TPC Deere Run - Silvis, IL",33,4,0,37,2019-07-14,"CUT","-1",-1.17,0.29,0.77,-0.61,0.44,-0.73,"-"
