,schedule_season,team_home,team_away,team_favorite_id,spread_favorite,score_home,score_away,Favourite_Win,Favourtie_Cover,H_or_W_Win
12324,2018,GB,ARI,GB,13.5,17.0,20.0,favel,not_covered,awayw
12325,2018,HOU,CLE,HOU,5.0,29.0,13.0,favew,covered,homew
12326,2018,JAX,IND,IND,4.0,6.0,0.0,favel,not_covered,homew
12327,2018,MIA,BUF,MIA,3.5,21.0,17.0,favew,covered,homew
12328,2018,NE,MIN,NE,6.0,24.0,10.0,favew,covered,homew
12329,2018,NYG,CHI,CHI,4.0,30.0,27.0,favel,not_covered,homew
12330,2018,OAK,KC,KC,14.0,33.0,40.0,favew,not_covered,awayw
12331,2018,PIT,LAC,PIT,3.0,30.0,33.0,favel,not_covered,awayw
12332,2018,SEA,SF,SEA,10.0,43.0,16.0,favew,covered,homew
12333,2018,TB,CAR,CAR,3.5,24.0,17.0,favel,not_covered,homew
12334,2018,TEN,NYJ,TEN,10.5,26.0,22.0,favew,not_covered,homew
12335,2018,PHI,WAS,PHI,5.5,28.0,13.0,favew,covered,homew
12336,2018,TEN,JAX,TEN,5.5,30.0,9.0,favew,covered,homew
12337,2018,ARI,DET,DET,2.5,3.0,17.0,favew,covered,awayw
12338,2018,BUF,NYJ,BUF,4.5,23.0,27.0,favel,not_covered,awayw
12339,2018,CHI,LAR,LAR,3.0,15.0,6.0,favel,not_covered,homew
12340,2018,CLE,CAR,CAR,1.0,26.0,20.0,favel,not_covered,homew
12341,2018,DAL,PHI,DAL,3.5,29.0,23.0,favew,covered,homew
12342,2018,GB,ATL,GB,4.0,34.0,20.0,favew,covered,homew
12343,2018,HOU,IND,HOU,4.0,21.0,24.0,favel,not_covered,awayw
12344,2018,KC,BAL,KC,6.5,27.0,24.0,favew,not_covered,homew
12345,2018,LAC,CIN,LAC,17.0,26.0,21.0,favew,not_covered,homew
12346,2018,MIA,NE,NE,9.5,34.0,33.0,favel,not_covered,homew
12347,2018,OAK,PIT,PIT,10.5,24.0,21.0,favel,not_covered,homew
12348,2018,SF,DEN,DEN,3.0,20.0,14.0,favel,not_covered,homew
12349,2018,TB,NO,NO,10.0,14.0,28.0,favew,covered,awayw
12350,2018,WAS,NYG,NYG,3.0,16.0,40.0,favew,covered,awayw
12351,2018,SEA,MIN,SEA,3.0,21.0,7.0,favew,covered,homew
12352,2018,KC,LAC,KC,3.5,28.0,29.0,favel,not_covered,awayw
12353,2018,DEN,CLE,DEN,1.0,16.0,17.0,favel,not_covered,awayw
12354,2018,NYJ,HOU,HOU,7.0,22.0,29.0,favew,PUSH,awayw
12355,2018,ATL,ARI,ATL,10.0,40.0,14.0,favew,covered,homew
12356,2018,BAL,TB,BAL,8.5,20.0,12.0,favew,not_covered,homew
12357,2018,BUF,DET,BUF,2.5,14.0,13.0,favew,not_covered,homew
12358,2018,CHI,GB,CHI,5.5,24.0,17.0,favew,covered,homew
12359,2018,CIN,OAK,CIN,3.0,30.0,16.0,favew,covered,homew
12360,2018,IND,DAL,IND,3.0,23.0,0.0,favew,covered,homew
12361,2018,JAX,WAS,JAX,7.5,13.0,16.0,favel,not_covered,awayw
12362,2018,LAR,PHI,LAR,13.5,23.0,30.0,favel,not_covered,awayw
12363,2018,MIN,MIA,MIN,7.5,41.0,17.0,favew,covered,homew
12364,2018,NYG,TEN,TEN,2.5,0.0,17.0,favew,covered,awayw
12365,2018,PIT,NE,NE,2.5,17.0,10.0,favel,not_covered,homew
12366,2018,SF,SEA,SEA,3.5,26.0,23.0,favel,not_covered,homew
12367,2018,CAR,NO,NO,6.0,9.0,12.0,favew,not_covered,awayw
12368,2018,LAC,BAL,LAC,4.0,10.0,22.0,favel,not_covered,awayw
12369,2018,TEN,WAS,TEN,11.5,25.0,16.0,favew,not_covered,homew
12370,2018,ARI,LAR,LAR,14.5,9.0,31.0,favew,covered,awayw
12371,2018,CAR,ATL,ATL,3.0,10.0,24.0,favew,covered,awayw
12372,2018,CLE,CIN,CLE,10.0,26.0,18.0,favew,not_covered,homew
12373,2018,DAL,TB,DAL,7.5,27.0,20.0,favew,not_covered,homew
12374,2018,DET,MIN,MIN,6.5,9.0,27.0,favew,covered,awayw
12375,2018,IND,NYG,IND,10.0,28.0,27.0,favew,not_covered,homew
12376,2018,MIA,JAX,MIA,3.0,7.0,17.0,favel,not_covered,awayw
12377,2018,NE,BUF,NE,13.5,24.0,12.0,favew,not_covered,homew
12378,2018,NO,PIT,NO,6.5,31.0,28.0,favew,not_covered,homew
12379,2018,NYJ,GB,GB,3.0,38.0,44.0,favew,covered,awayw
12380,2018,PHI,HOU,PHI,1.0,32.0,30.0,favew,covered,homew
12381,2018,SF,CHI,CHI,4.0,9.0,14.0,favew,covered,awayw
12382,2018,SEA,KC,KC,1.0,38.0,31.0,favel,not_covered,homew
12383,2018,OAK,DEN,DEN,2.5,27.0,14.0,favel,not_covered,homew
12384,2018,BAL,CLE,BAL,7.0,26.0,24.0,favew,not_covered,homew
12385,2018,BUF,MIA,BUF,5.5,42.0,17.0,favew,covered,homew
12386,2018,DEN,LAC,LAC,7.0,9.0,23.0,favew,covered,awayw
12387,2018,GB,DET,GB,7.5,0.0,31.0,favel,not_covered,awayw
12388,2018,HOU,JAX,HOU,7.0,20.0,3.0,favew,covered,homew
12389,2018,KC,OAK,KC,14.5,35.0,3.0,favew,covered,homew
12390,2018,LAR,SF,LAR,10.5,48.0,32.0,favew,covered,homew
12391,2018,MIN,CHI,MIN,6.0,10.0,24.0,favel,not_covered,awayw
12392,2018,NE,NYJ,NE,14.5,38.0,3.0,favew,covered,homew
12393,2018,NO,CAR,NO,8.0,14.0,33.0,favel,not_covered,awayw
12394,2018,NYG,DAL,NYG,7.5,35.0,36.0,favel,not_covered,awayw
12395,2018,PIT,CIN,PIT,14.0,16.0,13.0,favew,not_covered,homew
12396,2018,SEA,ARI,SEA,14.0,27.0,24.0,favew,not_covered,homew
12397,2018,TB,ATL,ATL,2.5,32.0,34.0,favew,not_covered,awayw
12398,2018,TEN,IND,IND,5.5,17.0,33.0,favew,covered,awayw
12399,2018,WAS,PHI,PHI,6.0,0.0,24.0,favew,covered,awayw
12400,2018,DAL,SEA,DAL,2.5,24.0,22.0,favew,not_covered,homew
12401,2018,HOU,IND,HOU,2.0,7.0,21.0,favel,not_covered,awayw
12402,2018,BAL,LAC,BAL,3.0,17.0,23.0,favel,not_covered,awayw
12403,2018,CHI,PHI,CHI,6.5,15.0,16.0,favel,not_covered,awayw
12404,2018,KC,IND,KC,4.0,31.0,13.0,favew,covered,homew
12405,2018,LAR,DAL,LAR,7.5,30.0,22.0,favew,covered,homew
12406,2018,NE,LAC,NE,3.5,41.0,28.0,favew,covered,homew
12407,2018,NO,PHI,NO,8.5,20.0,14.0,favew,not_covered,homew
12408,2018,KC,NE,KC,3.0,31.0,37.0,favel,not_covered,awayw
12409,2018,NO,LAR,NO,3.0,23.0,26.0,favel,not_covered,awayw
12410,2018,LAR,NE,NE,2.0,3.0,13.0,favew,covered,awayw
